naAromAtom,nAtom,nN,nO,nS,nF,nCl,BCUTw-1h,BCUTp-1l,BCUTp-1h,nBondsD,SpMax1_Bhs,SpMax2_Bhs,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C3SP3,C4SP3,SCH-7,SC-3,VC-3,SPC-4,MIC0,nAtomLAC,piPC6,R_TpiPCTPC,n5Ring,n6Ring,nFRing,nF9Ring,nF10Ring,nFG12Ring,nHeteroRing,n6HeteroRing,VE3_D,VR1_D,class_label
6,70,3,4,0,0,0,15.99794905,4.548620576,14.02082078,3,4.893988215,4.883019222,2,2,3,3,3,2,1,1.530314713,3.089350652,1.7787980209999998,7.173922523,13.35050289,3,6.402331705,4.186293255,2,2,1,1,0,0,1,0,-5.095003511,538.4660302999999,active
11,63,5,2,1,0,0,31.97319919,4.908468796,14.20392243,2,4.8722646869999995,4.055936354,2,3,3,3,2,2,1,1.655517656,2.885226507,1.951680642,7.300602466,16.46582499,2,6.476587674,4.459564789,3,2,1,1,0,0,2,0,-13.57814001,1110.659807,active
6,45,3,2,0,0,1,34.96885367,4.885620234,12.7416267,1,4.135489326,3.8779706739999997,0,0,4,2,0,0,1,1.327954718,2.273960005,1.3800828669999998,5.938106092999999,17.98332148,0,5.930585987000001,3.1151007739999996,2,2,1,1,0,0,1,0,-3.516803365,245.7029787,active
6,46,4,2,0,0,0,15.99592775,4.443053009,12.70830225,1,4.715730965,4.086829288000001,0,0,3,3,0,0,1,1.308025859,2.189409016,1.274433964,6.033628124,14.3054437,0,6.103117722,3.639124428,2,2,1,1,0,0,1,0,-5.164886725,397.8075814,active
12,64,4,2,0,0,0,15.99593182,4.912398216000001,14.45540187,2,4.869740369,4.1483683010000005,0,5,3,4,3,0,2,1.5524580080000001,2.914549086,1.885639492,7.724597478,12.839242800000001,0,6.613090551,5.7507962379999995,2,3,1,1,0,0,2,1,-4.0563115419999995,413.2482373,active
6,57,4,3,0,0,0,15.99693735,4.889757236,13.81489867,3,4.9931092260000005,4.987093761000001,0,2,4,2,1,1,1,1.595208587,2.578997953,1.507388016,7.637519127999999,14.21153295,0,6.253107397999999,3.510821144,3,2,1,1,0,0,2,0,-5.916166294,459.82309910000004,active
6,61,2,4,0,3,0,19.00126299,3.505293615,14.09152681,2,5.751229725,5.043060307,0,2,4,2,4,0,2,1.4024991530000002,3.748963254,1.62184288,7.007280656,17.32787402,2,6.084499413,2.730005368,2,2,1,1,0,0,1,0,-3.4496912510000004,395.2056712,active
6,56,3,3,0,4,0,19.0020492,3.0736051030000002,13.76883597,2,5.789470149,5.35317182,0,1,4,2,4,1,1,1.412463583,3.748963254,1.503061021,7.173091884,18.84337543,2,6.183117431,3.235879759,2,2,1,1,0,0,1,0,-3.524995393,531.9217522,active
6,56,3,3,0,6,0,19.00383363,3.073516235,13.75746118,2,5.822743032000001,5.822408746,0,1,4,2,4,1,1,1.4024991530000002,5.309623425,1.681581365,7.757280656,20.24391861,2,6.203547151,3.152584977,2,2,1,1,0,0,1,0,-3.9852308639999996,519.3641784,active
6,57,3,3,0,2,0,18.99941276,3.026421509,13.35688234,2,5.6204507239999995,5.096611891,0,1,4,2,0,3,0,1.5576221030000001,2.857042844,1.4213792159999998,6.919260816,16.80436965,2,6.154858094,3.187695535,2,2,1,1,0,0,2,0,-9.892011898,1764.939766,active
12,55,4,3,0,2,0,18.99941374,3.027270325,13.46553155,2,5.2602364669999995,4.801841888,0,1,8,4,0,2,0,1.5379802480000002,2.986252032,1.349403941,7.734266698,17.61299038,0,6.716064972000001,6.761218433,2,3,1,1,0,0,2,0,-8.797567789,587.8083231,active
6,62,3,3,0,3,0,19.00126261,3.495492202,13.80102368,2,5.712196763,5.012445323000001,0,1,4,2,5,2,1,1.4024991530000002,4.157211544,1.911309311,7.295955791,17.2379062,3,6.194405391,3.1544538319999997,2,2,1,1,0,0,1,0,-4.184198884,382.8331081,active
12,49,3,1,0,0,0,15.99492171,6.129447429,13.76925644,2,4.791721438,3.984547736,0,1,8,4,0,1,1,1.395228656,2.169755451,1.375518767,6.6842694520000006,12.02815487,0,6.174827228,3.8568122710000003,2,2,2,1,0,0,1,0,-3.9729406469999997,256.5272959,active
12,50,4,1,0,0,0,15.99492246,4.482814669,13.948858800000002,2,4.756222782,4.631790723,0,1,7,5,0,1,1,1.419475639,2.373879596,1.458852101,7.135290342999999,12.59672396,0,6.390869663999999,4.288930805,2,2,2,1,0,0,1,0,-5.547554947999999,379.2923077,active
6,63,3,3,0,3,0,19.00126302,3.495657866,13.80631292,2,5.840667122,5.120307923,0,1,4,2,3,2,1,1.461424719,3.9530873989999997,1.707185166,7.440293358,17.12656332,2,6.2106000770000005,3.1327532839999996,2,2,1,1,0,0,1,0,-3.427284479,1548.299585,active
11,60,4,2,1,0,0,31.972072600000004,4.536179014,14.27628963,2,4.818010417,4.684603115,0,2,5,4,2,1,1,1.648683053,2.829998096,1.843634328,7.761035945,16.24330434,0,6.726682942,6.472937647999999,3,2,1,1,0,0,2,0,-4.067102497,418.98677410000005,active
11,60,4,2,1,0,0,31.97319908,4.780735993,14.27628966,2,4.818009971,4.679983816,0,1,7,3,2,1,1,1.648683053,2.829998096,1.93707769,7.761035945,16.24330434,0,6.726682942,6.472937647999999,3,2,1,1,0,0,2,0,-4.067102497,418.98677410000005,active
6,35,4,1,0,0,0,78.91833739,5.9819744020000005,13.17931847,2,4.912147499,4.020213887,0,1,4,2,2,1,1,1.850455371,2.1250972519999998,1.4987214569999998,6.096959271,25.79081548,0,5.96966618,3.790734311,2,1,1,1,0,0,2,0,-5.018425803,205.1795211,inactive
6,64,3,4,0,0,0,15.99794492,4.324594146,13.99546472,2,5.04768348,4.087654543,0,1,4,2,2,1,1,1.6643287869999999,2.3299980959999997,1.4391329030000002,6.779857285,13.76099188,2,6.233429853,3.096179329,2,2,1,1,0,0,1,0,-2.9266843889999996,538.173037,active
11,56,5,2,1,0,0,31.97207256,4.484990761000001,14.01857061,2,4.8672755919999995,4.725424238,0,4,3,3,1,1,1,1.484632367,2.3924272269999998,1.533481796,6.915891164,17.27026809,2,6.315584016,3.686293502,3,2,1,1,0,0,2,0,-3.5480703119999997,406.73880099999997,active
6,63,3,3,0,0,0,15.99693887,4.905395051,14.00732039,2,4.95210497,4.083619626,2,1,3,3,2,2,1,1.620296845,2.596551372,1.602021326,6.956298091,13.10507898,2,6.400672641,4.109183611000001,2,2,1,1,0,0,2,0,-4.735853003,405.105007,active
6,61,4,2,0,2,0,18.99941278,4.037585754,13.78063331,2,5.552308674,5.045998428,0,1,3,3,3,1,1,1.727837279,3.655901335,1.8552082559999998,8.059611007,16.14084422,0,6.186208624,3.2663594,3,2,1,1,0,0,2,0,-3.626258263,350.90583010000006,active
12,57,3,3,0,0,0,15.9969374,4.9006110000000005,13.70097315,2,4.8013425000000005,4.029434952,0,1,10,2,0,1,1,1.5119397559999999,2.448794553,1.425328516,7.005533831,13.52675072,0,6.283784286,4.228787719,2,3,1,1,0,0,1,0,-3.502085609,331.1401357,active
12,57,3,3,0,0,0,15.9969374,4.9006110000000005,13.70097315,2,4.8013425000000005,4.029434952,0,1,10,2,0,1,1,1.5119397559999999,2.448794553,1.425328516,7.005533831,13.52675072,0,6.283784286,4.228787719,2,3,1,1,0,0,1,0,-3.502085609,331.1401357,active
6,46,3,2,0,0,0,78.91833745,4.902692673,13.8340228,2,4.951000843,4.025557952,0,1,4,2,0,1,1,1.4596998319999999,2.329221398,1.6165725880000001,6.58975855,23.0881617,0,6.038765507999999,3.287880926,2,2,1,1,0,0,1,0,-3.372802032,269.5799258,active
6,53,3,3,0,2,0,18.99941276,3.026169556,13.32463227,2,5.377126186,4.896782332,2,1,4,2,0,3,0,1.5576221030000001,2.857042844,1.327074842,6.919260816,17.269531100000002,2,6.339035677,4.382661405,2,2,1,1,0,0,2,0,-9.892011898,1764.939766,active
6,44,3,3,0,2,0,78.91833748,3.0270527339999997,13.43767856,2,5.52502569,5.017932998,0,1,5,1,0,2,0,1.4596998319999999,2.737469688,1.4267307759999999,6.739187796,28.460151,0,6.0482583110000006,3.130064655,2,2,1,1,0,0,2,0,-2.433406893,247.958977,active
6,53,3,3,0,0,0,78.91833749,4.662048427,14.17780391,2,5.0009617219999996,4.3601205180000004,0,1,4,2,2,1,1,1.4382638909999998,2.4835846790000002,1.751893097,6.85638096,22.43850719,3,6.114511482,3.146964286,2,2,1,1,0,0,1,0,-6.5250501629999995,536.3086008,inactive
6,53,3,3,0,0,0,78.91833749,4.662048427,14.17780391,2,5.0009617219999996,4.3601205180000004,0,1,4,2,2,1,1,1.4382638909999998,2.4835846790000002,1.751893097,6.85638096,22.43850719,3,6.114511482,3.146964286,2,2,1,1,0,0,1,0,-6.5250501629999995,536.3086008,inactive
12,58,4,3,0,0,0,15.99693966,4.2893774669999996,13.71220005,2,4.767809374,4.642479754,0,1,9,3,0,1,1,1.5576221030000001,2.652918699,1.508661849,7.445360237,14.06384636,0,6.396825483,4.516812029,2,3,1,1,0,0,1,0,-3.4756921089999997,428.4009207,active
12,57,3,3,0,0,2,34.96985538,4.901088527,13.73153624,2,4.855540958,4.042671798,0,1,10,2,0,1,1,1.6239662590000001,3.026144823,1.803292989,7.619227624,19.46755538,0,6.388351299,4.365287614,2,3,1,1,0,0,1,0,-3.841146787,1159.386083,active
12,56,3,3,0,0,1,34.96885398,4.8860375739999995,12.76831133,1,4.103612351000001,3.959427725,0,0,10,2,0,0,1,1.450284757,2.6822082959999998,1.51616563,6.698185748999999,17.25711134,0,6.25346817,4.1869229919999995,2,3,1,1,0,0,1,0,-3.8497727810000004,345.1995657,active
12,56,3,3,0,0,1,34.96885398,4.885918126,12.76068646,1,4.10370325,3.9598546060000004,0,0,10,2,0,0,1,1.450284757,2.6822082959999998,1.51616563,6.762129664,17.25711134,0,6.243681346,4.19710621,2,3,1,1,0,0,1,0,-3.458134587,385.0367877,active
12,65,3,3,0,0,0,15.99693892,4.895763968,12.93808826,1,4.134946423,4.00232064,0,0,8,4,2,0,1,1.406235134,2.522742349,1.425808679,6.873398417000001,12.98933751,3,6.606396776,6.258750487,2,3,1,1,0,0,1,0,-23.88446114,774.3888392000001,active
12,62,3,3,0,0,0,15.99693816,4.895722899,12.92826134,1,4.129467338,3.996180963,0,0,8,4,2,0,1,1.406235134,2.522742349,1.425808679,6.873398417000001,13.18627888,0,6.603689727000001,6.3643691979999995,2,3,1,1,0,0,1,0,-6.655802887,557.6031372,active
12,63,3,3,0,0,0,15.99693892,4.8994260810000005,13.87624692,2,4.821941806,4.092649478999999,0,1,8,4,2,1,1,1.5379802480000002,2.578003742,1.523953801,7.525050874,13.10507898,0,6.663212514,6.4610114229999995,2,3,1,1,0,0,1,0,-6.077825741,536.0223179999999,active
6,65,3,3,0,0,0,15.99693735,4.904895885,13.97527325,2,4.926097596,4.043203238,0,1,4,2,5,2,1,1.429840964,2.904913053,1.9764806380000002,7.090367631,12.99715376,3,6.192362489,3.2455813460000003,2,2,1,1,0,0,1,0,-3.361621387,880.5657267999999,active
6,69,3,4,0,0,0,15.99794594,4.904700378,13.96297662,2,4.939567757,4.04833193,0,1,4,2,6,1,1,1.429840964,2.904913053,1.803934608,7.090367631,13.41767718,2,6.193384462,3.218697567,2,2,1,1,0,0,1,0,-1.9777405540000002,358.4030807,active
12,69,3,4,0,0,0,15.99794803,4.325066643,12.942383900000001,1,4.140077103,4.0080672360000005,0,0,8,4,2,0,1,1.406235134,2.522742349,1.425808679,6.873398417000001,13.42048296,3,6.6104436579999994,6.133351566,2,3,1,1,0,0,1,0,-4.574816094,920.4298203,active
6,63,3,4,0,2,0,19.00061025,3.540862381,13.79565062,2,5.54175376,5.036888428,0,1,4,2,4,1,1,1.40622067,2.596551372,1.3828618609999999,6.641136519,16.84592885,3,6.183117431,3.182725455,2,2,1,1,0,0,1,0,-2.36340517,390.6034531,active
6,65,3,3,0,2,0,19.00060991,3.543751893,13.88787713,2,5.5542756529999995,5.047193167,0,1,3,3,5,1,1,1.40622067,2.596551372,1.43267161,6.641136519,15.94880061,3,6.183117431,3.182725455,2,2,1,1,0,0,1,0,-2.36340517,390.6034531,active
6,64,3,4,0,2,0,19.00061051,3.541345015,13.81103951,2,5.632827232,5.1120068419999996,0,1,4,2,4,1,1,1.478389454,2.8006755180000003,1.5007129909999999,7.074149221,16.74342746,2,6.2045577629999995,3.1488609960000002,3,2,1,1,0,0,2,0,-3.145608493,381.43095980000004,active
18,59,4,1,0,0,1,34.96885414,4.499172871,13.49089771,1,4.599909679,4.080499301000001,0,0,11,7,0,0,1,1.434339326,2.940626672,1.7163558819999998,7.6684155679999995,15.42010549,0,6.830300366,6.948736392000001,2,3,2,1,0,0,1,0,-5.872220829,731.3561142000001,active
12,60,3,3,0,3,0,19.00041883,2.992183502,13.85553212,2,5.542118446,4.864437182,0,1,8,4,0,1,1,1.5379802480000002,4.138663913,1.63843304,8.095147815,17.43000242,0,6.6988073660000005,6.6407353570000005,2,3,1,1,0,0,1,0,-3.9761203689999998,521.5004978000001,active
12,56,4,2,0,1,0,18.99840814,4.364265851,12.91317686,1,5.0238322360000005,4.638367535,0,0,7,5,0,0,1,1.454634661,2.7209871310000002,1.484490553,7.514281661,15.33463786,0,6.711588315,7.248336800000001,2,3,1,1,0,0,1,0,-4.869968691,354.4041019,active
12,55,3,2,0,1,1,34.96885399,4.563247275,12.92128566,1,5.0973938,4.125351663,0,0,8,4,0,0,1,1.47456352,2.790022725,1.575985187,7.574359437000001,18.49197593,0,6.634797602000001,6.689977133999999,2,3,1,1,0,0,1,0,-4.8125012819999995,327.2031397,active
12,56,3,2,0,1,1,34.96885404,4.56122365,13.86856317,2,5.1021175130000005,4.8555528930000005,0,1,8,4,0,1,1,1.6063086340000001,2.951229865,1.707888734,7.7635651910000005,18.32030337,0,6.689404908999999,6.725847411,2,3,1,1,0,0,1,0,-4.969414872,341.1603131,active
18,58,3,1,0,1,1,34.96885412,4.556353669,13.47896679,1,4.99111661,4.092996005,0,0,12,6,0,0,1,1.454268186,3.0251776610000003,1.6960166269999999,7.561922495,16.85062369,0,6.76240431,6.48890867,2,3,2,1,0,0,1,0,-6.165024392,549.5155071,active
12,60,3,3,0,0,1,34.96885407,4.903512416,13.88716109,2,4.831434946,4.09059146,0,1,8,4,0,1,1,1.586379775,2.8666788760000004,1.712936037,7.870058263,16.75738111,0,6.714284298,6.797035425,2,3,1,1,0,0,1,0,-4.848880055,342.96414280000005,active
18,58,3,1,0,0,1,34.96885405,6.2305835929999995,13.47618033,1,4.098988897,3.9518793110000003,0,0,12,6,0,0,1,1.4103475680000002,2.736502527,1.633022548,7.287672726,14.92732466,0,6.711360152,6.319788099,2,3,2,1,0,0,1,0,-6.054750297999999,554.078006,active
12,54,4,2,0,0,0,15.99592978,4.887799729,12.88101493,1,4.135545209,4.0036397180000005,0,2,5,4,0,0,1,1.358122611,2.318618204,1.3577672969999999,6.488498237999999,13.55663766,0,6.51854792,6.216353346,2,3,1,1,0,0,2,1,-5.224866778,415.30252,active
12,61,3,2,0,0,0,15.99593032,4.888576405,12.93072948,1,4.1215460980000005,3.9809876230000003,0,0,6,6,2,0,1,1.47456352,2.895968473,1.69110063,7.111912734,12.40770602,0,6.63146639,6.639922255,2,3,1,1,0,0,1,0,-5.41621768,331.79844330000003,active
12,58,3,2,0,3,0,19.00041738,3.661663879,12.90895065,1,5.53298686,4.73100616,0,0,7,5,1,0,1,1.388976235,3.828981175,1.57524095,8.310025132,16.81749401,0,6.654555145,6.671025462,2,3,1,1,0,0,1,0,-5.147237878,424.94232930000004,active
18,58,3,1,0,0,2,34.96985543,6.234407072000001,13.49146241,1,4.104934106,3.9545337139999996,0,0,12,6,0,0,1,1.454268186,3.0251776610000003,1.822004785,7.561922495,17.25781134,0,6.76240431,6.48890867,2,3,2,1,0,0,1,0,-6.165024392,549.5155071,active
18,59,4,1,0,0,0,15.99492373,4.376923232,13.47562494,1,4.582524382,4.074134706000001,0,0,11,7,0,0,1,1.3859398,2.651951537,1.527373645,7.383194757,11.92953801,0,6.782687965,6.79389465,2,3,2,1,0,0,1,0,-5.405449129,530.7789554,active
18,58,3,1,0,1,1,34.96885412,4.56451661,13.47932206,1,4.989228947,4.095556161,0,0,12,6,0,0,1,1.454268186,2.919231913,1.6622582019999999,8.024369197999999,16.85062369,0,6.765327286000001,6.529478843,2,3,2,1,0,0,1,0,-5.465330603,531.8835423,active
6,57,3,2,0,0,0,15.99592927,5.006550097,12.79612122,1,4.1230362000000005,3.947921294,2,0,3,3,2,1,1,1.425876989,2.393533161,1.418771531,6.058392536,12.68287007,2,6.256229772999999,4.334945515,2,2,1,1,0,0,1,0,-5.6188307989999995,434.99697360000005,active
12,56,4,2,0,0,0,15.995930800000002,4.375655001,12.91388764,1,4.638141493,4.096720611,0,0,7,5,0,0,1,1.406235134,2.522742349,1.44110063,6.933184995,13.35891374,0,6.654555145,7.015167452999999,2,3,1,1,0,0,1,0,-4.726859149,326.3095682,active
18,62,3,2,0,0,1,34.96885415,5.0191712630000005,13.48476885,1,4.103969606000001,3.967091153,0,0,12,6,0,0,1,1.434339326,2.940626672,1.70106393,7.6684155679999995,15.61201548,0,6.785552334,6.55250589,2,3,2,1,0,0,1,0,-5.872220829,731.3561142000001,active
12,59,4,2,0,0,0,15.99593131,4.375731729,12.93353992,1,4.653342737,4.1031475969999995,0,0,7,5,2,0,1,1.406235134,2.522742349,1.44110063,6.873398417000001,13.1466168,0,6.657128114,6.8417564660000005,2,3,1,1,0,0,1,0,-6.655802887,557.6031372,active
18,60,4,1,0,0,0,15.99492398,4.380626185,14.186207000000001,2,4.702813787,4.588288456,0,1,11,7,0,1,1,1.5176849140000002,2.70721293,1.625518767,8.034847214,11.83246401,0,6.83269493,6.881341679,2,3,2,1,0,0,1,0,-5.200640575,550.4125381,active
12,48,3,1,0,0,1,34.96885379,6.208016959,13.38588443,1,4.086490908,3.923222955,0,0,8,4,0,0,1,1.3076593840000001,2.403169193,1.4663558819999998,6.388115855,16.21186703,0,6.178980921,3.763916463,2,2,2,1,0,0,1,0,-4.6881962569999995,292.53827939999996,active
12,48,3,1,0,0,0,78.91833748,6.226097809,13.45819812,1,4.086004808,3.923204272,0,0,8,4,0,0,1,1.3076593840000001,2.403169193,1.6047004809999998,6.388115855,21.32553833,0,6.178980921,3.763916463,2,2,2,1,0,0,1,0,-4.6881962569999995,292.53827939999996,active
12,58,3,2,0,1,0,18.99840794,4.387912544,12.9293075,1,5.068295475,4.114762213000001,0,0,7,5,1,0,1,1.47456352,2.8124116960000003,1.553934393,7.338999857999999,14.525543099999998,0,6.621405652000001,6.548173592,2,3,1,1,0,0,1,0,-6.021376805,343.874971,active
18,56,4,1,0,2,0,18.99941326,4.2477609869999995,13.31576151,1,5.03862634,4.794889758,0,0,11,7,0,0,1,1.606823462,3.123356058,1.63648259,8.326951115,15.35172811,0,6.877231636,6.84185481,2,4,2,1,1,0,1,0,-6.488421891000001,651.9505866000001,active
12,50,4,1,0,1,0,18.99840766,4.375527446,12.88318027,2,4.92062649,4.5998720319999995,0,0,9,5,0,0,1,1.427372881,2.607293339,1.400401175,6.848634006,14.74574375,0,6.679991697,7.629143128,2,3,1,1,0,0,1,0,-3.853120068,307.42055669999996,active
12,48,3,1,0,0,0,15.99492146,6.177456615,13.26363318,1,4.078826324,3.913574624,0,0,8,4,0,0,1,1.2634835420000001,2.114494059,1.277373645,6.032616995,12.1357851,0,6.091309882000001,3.727002785,2,2,2,1,0,0,1,0,-4.2604154219999995,240.2510665,active
18,57,4,2,0,0,0,15.99593232,4.37695212,13.48703151,1,4.567316902,4.070810451,0,0,12,6,1,0,1,1.3805332780000001,2.651951537,1.4842371380000001,7.293299905,13.13596021,0,6.805653337000001,6.93292742,2,3,2,1,0,0,2,0,-4.599742429,597.6359341,active
15,59,4,2,0,0,0,15.99593134,4.888481655,12.92465976,1,4.185976312,4.066113252,0,1,8,5,0,0,1,1.6006694540000002,2.651951537,1.513269414,7.388055109,13.1466168,0,6.892784397000001,8.920468942000001,3,3,2,2,0,0,2,0,-4.9728435410000005,373.6671895,active
18,62,3,2,0,3,0,19.00041911,2.990965393,13.472455199999999,1,5.436070347999999,4.6106346480000004,0,0,12,6,0,0,1,1.3859398,4.212611709,1.6265609330000002,7.89350512,16.27820742,0,6.771147731,6.4224656929999995,2,3,2,1,0,0,1,0,-4.5948607710000005,519.1414893,active
18,61,3,1,0,3,0,19.0004181,3.6629307860000004,13.47315781,1,5.429282618999999,4.6106346480000004,0,0,11,7,1,0,1,1.3686809009999998,3.958190363,1.661513965,8.760034893,15.32470721,0,6.782687965,6.519154199,2,3,2,1,0,0,1,0,-5.523661921,453.76372000000003,active
18,53,4,1,0,0,0,15.99492322,4.376333359,13.16994616,1,4.551174433,4.070303044,0,0,11,7,0,0,1,1.788850955,2.651951537,1.527373645,7.203405052000001,12.24766223,0,6.8353861789999995,7.402696965,3,3,2,2,0,0,1,0,-4.113910925,357.38890380000004,active
12,56,4,1,0,0,0,15.99492297,4.3764918989999995,13.25100416,2,4.592066658999999,4.078878303,0,0,7,7,2,0,1,1.451662728,2.790022725,1.676802891,7.474264311000001,12.21788312,0,6.699885117999999,7.378790306,2,3,1,1,0,0,1,0,-3.858208237,314.68348260000005,active
12,59,3,2,0,1,1,34.96885408,4.562527181,14.03550042,2,5.1214849419999995,4.864019445,0,1,8,4,0,1,1,1.233600337,3.0884185630000003,1.798993742,7.707810633999999,17.90730443,0,6.680344825,6.473418492,1,4,1,1,0,0,1,1,-5.077616433999999,362.8121705,active
18,56,4,1,0,1,0,18.99840824,4.2705194539999995,13.3181904,1,4.906897858,4.585460741,0,0,11,7,0,0,1,1.581411357,2.940626672,1.590367724,7.642464631,14.05776859,0,6.841815777000001,6.957941106,2,4,2,1,1,0,1,0,-6.045275097,564.1995042000001,active
12,52,4,1,0,2,0,18.9994121,4.248143799,12.83380346,1,5.238851949,4.661354266,0,0,7,5,0,0,1,1.4685328430000002,3.525724985,1.613246991,7.647492496,15.94969136,0,6.65969448,6.987932289,2,3,1,1,0,0,1,0,-4.210826066,320.5442309,active
18,56,4,1,0,0,0,15.99492347,4.376628278,13.32103399,1,4.567316923,4.07126584,0,0,11,7,0,0,1,1.534996061,2.651951537,1.527373645,7.293299905,12.08416545,0,6.810073538999999,7.085059808,2,4,2,1,1,0,1,0,-4.806694224,565.7336837,active
18,59,4,1,0,0,0,15.99492373,4.377336669,13.68378017,1,4.582524398,4.0755587680000005,0,0,11,7,0,0,1,1.3805332780000001,2.651951537,1.527373645,7.293299905,11.92953801,0,6.805653337000001,6.93292742,2,3,2,1,0,0,1,0,-4.599742429,597.6359341,active
18,57,4,1,0,0,0,15.99492373,4.376549917,13.28111342,2,4.522632326,4.057916177,0,0,14,6,0,1,1,1.65545312,2.651951537,1.4590106919999999,7.293299905,11.97806949,0,6.827087376000001,7.403194175,3,3,1,1,0,0,1,0,-7.618976096,1278.910327,active
18,56,4,1,0,2,0,18.99941326,4.2477688680000005,13.31250314,1,5.037485256,4.794508833,0,0,11,7,0,0,1,1.5991774859999999,3.049519984,1.615499952,8.417773035,15.35172811,0,6.874909205,6.815960634,2,4,2,1,1,0,1,0,-6.3771149739999995,647.3512802,active
12,60,3,2,0,0,0,15.99593079,4.376952918,13.24467648,1,4.3079585830000005,4.073084045,0,1,8,4,2,1,1,1.406235134,2.522742349,1.5824774640000001,6.873398417000001,12.426675099999999,0,6.607578809,6.418066147,2,3,1,1,0,0,1,0,-6.655802887,557.6031372,active
12,49,4,1,0,0,0,15.994922199999998,4.374680574,12.66380007,1,4.627406085,4.093095712,0,0,7,5,0,0,1,1.487786619,2.318618204,1.3232495000000002,6.440385715,12.71190728,0,6.628454651,7.83945387,3,2,1,1,0,0,1,0,-3.30992361,312.1343735,active
12,50,4,2,0,0,0,15.99592978,4.37500417,12.74680103,1,4.6274060619999995,4.092837464,0,0,7,5,2,0,1,1.3747828430000002,2.318618204,1.3232495000000002,6.440385715,13.832124900000002,0,6.6337295329999995,7.552855114,2,3,1,1,0,0,2,1,-3.4490927000000005,613.9248163,active
12,59,4,2,0,0,0,15.99593131,4.378488861,13.27662842,1,4.65334121,4.090608154,0,0,7,5,0,0,1,0.98051296,2.522742349,1.44110063,7.023079847000001,13.1466168,0,6.634715483,6.77664644,1,4,1,0,1,0,1,0,-4.8432820219999995,362.3064495,active
18,57,4,1,0,0,0,15.99492373,4.376549917,13.28111342,2,4.522632326,4.057916177,0,0,14,6,0,1,1,1.65545312,2.651951537,1.4590106919999999,7.293299905,11.97806949,0,6.827087376000001,7.403194175,3,3,1,1,0,0,1,0,-7.618976096,1278.910327,active
18,56,4,1,0,1,0,18.99840824,4.37661412,13.31534672,1,4.905099858,4.585460727,0,0,11,7,0,0,1,1.573765382,2.857069895,1.5682543930000001,7.790668338,14.05776859,0,6.844216257999999,6.932620904,2,4,2,1,1,0,1,0,-5.331488888,531.6147014999999,active
6,58,3,2,0,0,0,15.99592981,4.903530844,13.88791386,2,4.862318408,4.069611686,2,1,3,3,0,2,1,1.184913806,2.585983251,1.608021661,6.714077014,12.59945547,2,6.323013972,4.425920428,1,3,1,1,0,0,1,1,-3.458955886,524.0001817,active
12,49,3,1,0,0,0,78.91833749,6.226728082,14.15835417,2,4.820770261,3.987728648,0,1,8,4,0,1,1,1.439404498,2.458430586,1.702845603,7.0397683120000005,21.07766069,0,6.26435019,3.893303571,2,2,2,1,0,0,1,0,-4.361079852,313.6285788,active
12,57,4,3,0,0,0,15.99693888,4.375750942,12.93862724,1,4.616771464,4.090401324,0,0,7,5,0,0,1,1.705517622,2.651951537,1.51569959,7.301036125,14.16845462,0,6.683751983,6.7352167110000005,3,2,1,1,0,0,1,0,-4.094342871,341.5802945,active
12,60,4,2,0,0,0,15.99593181,4.380009545,14.02881296,2,4.776802273,4.657383359,0,1,7,5,0,1,1,1.165271951,2.715192439,1.63035076,7.529082895,13.05408478,0,6.702344199,6.812103486,1,4,1,1,0,0,1,1,-4.466813384,350.7750161,active
6,49,3,2,0,0,0,78.91833746,4.905299858999999,14.00096008,2,4.961775333,4.0540600719999995,0,1,4,2,0,1,1,1.086991535,2.466410095,1.707677595,6.534003993,22.37852224,0,6.026771361000001,3.186505785,1,3,1,1,0,0,1,1,-3.9951962439999997,259.5811619,inactive
12,60,4,2,0,0,0,15.99593181,4.380009545,14.02881296,2,4.776802273,4.657383359,0,1,7,5,0,1,1,1.165271951,2.715192439,1.63035076,7.529082895,13.05408478,0,6.702344199,6.812103486,1,4,1,1,0,0,1,1,-4.466813384,350.7750161,inactive
6,49,3,2,0,0,0,78.91833746,4.905299858999999,14.00096008,2,4.961775333,4.0540600719999995,0,1,4,2,0,1,1,1.086991535,2.466410095,1.707677595,6.534003993,22.37852224,0,6.026771361000001,3.186505785,1,3,1,1,0,0,1,1,-3.9951962439999997,259.5811619,inactive
12,46,3,2,0,0,0,78.91833748,6.176910037000001,12.816858,1,4.104156457,3.916628118,0,0,9,3,0,1,0,1.3076593840000001,2.403169193,1.381186918,6.388115855,23.01497083,0,6.178980921,3.763916463,2,2,2,1,0,0,2,0,-4.6881962569999995,292.53827939999996,active
6,55,3,2,0,0,0,15.9959293,4.9009236739999995,13.72097664,2,4.853138536,4.048533302,2,1,3,3,0,2,1,1.5576221030000001,2.448794553,1.5169166530000002,6.769831571,12.80592841,2,6.331946591,4.603371258,2,2,1,1,0,0,1,0,-3.3833705839999997,443.8813578,active
12,59,4,2,0,0,0,15.99593131,4.375731729,12.93353992,1,4.653342737,4.1031475969999995,0,0,7,5,2,0,1,1.406235134,2.522742349,1.44110063,6.873398417000001,13.1466168,0,6.657128114,6.8417564660000005,2,3,1,1,0,0,1,0,-6.655802887,557.6031372,active
