"","naAromAtom","nAtom","nN","nO","nS","nF","BCUTw.1h","BCUTp.1l","nBondsD","SpMax1_Bhs","SpMax2_Bhs","C2SP1","C1SP2","C2SP2","C3SP2","C1SP3","C4SP3","SCH.7","VC.3","SPC.4","MIC0","nAtomLAC","piPC6","R_TpiPCTPC","n5Ring","n6Ring","nF9Ring","nF10Ring","nFG12Ring","n6HeteroRing","VE3_D","VR1_D","class_label"
"1309",12,54,3,2,0,2,18.99941209,2.99579776,2,5.187666991,4.742739287,0,1,9,3,1,0,0.774802441,0.831618001,5.322290856,16.25828457,5,6.148067575,5.534475705,1,2,0,0,0,0,-9.270987642,1068.48345,1
"1310",12,54,3,2,0,2,18.99941209,2.996028015,2,5.153696752,4.715413049,0,1,9,3,2,0,0.774802441,1.120293135,5.75114622,16.25828457,4,6.160811674,5.534041831,1,2,0,0,0,0,-7.782262608,2347.335674,1
"1311",12,51,3,2,0,5,19.00242466,2.995704346,2,5.437897781,5.241990113,0,1,9,3,1,0,0.774802441,1.010138345,6.072290856,19.39725893,4,6.160811674,5.395023259,1,2,0,0,0,0,-5.438707251,474.1067156,1
"1312",12,49,4,2,0,2,18.9994122,2.99574292,2,5.108246209,4.678977195,0,1,9,3,0,0,0.774802441,0.831618001,5.322290856,17.54157267,4,6.160811674,5.688806017,1,2,0,0,0,0,-9.270987642,1068.48345,1
"1313",12,50,3,3,0,3,19.00126181,2.995872681,3,5.196263687,4.936475807,0,1,10,3,1,0,0.763989398,0.869268987,5.914358563,18.77293301,4,6.217728226,5.778053639,1,2,0,0,0,0,-16.25619126,589.4993189,1
"1314",12,51,3,2,0,4,19.00142037,2.995671021,2,5.232750222,4.981697943,0,1,9,3,1,0,0.763989398,0.88714359,5.914358563,18.62631194,4,6.183504353,5.504028901,1,2,0,0,0,0,-16.25619126,589.4993189,1
"1315",12,49,3,2,0,3,19.00041609,2.995880249,3,5.108246209,4.845042691,0,1,11,3,1,0,0.774802441,0.809991915,5.322290856,17.97321371,4,6.216980283,6.193023036,1,2,0,0,0,0,-9.270987642,1068.48345,1
"1316",12,49,3,2,0,4,19.00142037,2.995874695,3,5.125494095,5.116200392,0,1,11,3,1,0,0.774802441,0.8683131,5.610965991,18.89428883,4,6.228880758,6.178354779,1,2,0,0,0,0,-6.049668156,419.7564244,1
"1317",12,50,3,2,0,2,18.99941209,2.995992065,3,5.153696752,4.71542093,0,1,11,3,0,0,0.892653571,0.976658582,5.466628424,16.69389796,2,6.246470072,6.210082659,1,2,0,0,0,0,-12.46876648,2190.35841,1
"1318",12,50,3,2,0,3,19.00041652,2.995959351,3,5.187666992,4.956370476,0,1,11,3,0,0,0.928255825,1.018321343,6.00162579,17.79476321,2,6.278638678,6.142031391,1,2,0,0,0,0,-9.311334432,699.0530207,1
"1319",12,50,3,2,0,3,19.00041652,2.995959351,3,5.187666992,4.956370476,0,1,11,3,0,0,0.928255825,1.018321343,6.00162579,17.79476321,2,6.278638678,6.142031391,1,2,0,0,0,0,-9.311334432,699.0530207,1
"1320",12,50,3,3,0,2,18.99941247,2.995866486,3,5.057531231,4.638511247,0,1,11,3,1,0,0.774802441,0.809991915,5.322290856,17.67206776,3,6.216980283,6.193023036,1,2,0,0,0,0,-9.270987642,1068.48345,1
"1321",12,53,3,3,0,2,18.99941276,2.995952896,3,5.087699825,4.662564474,0,1,11,3,1,0,0.774802441,0.809991915,5.322290856,17.2695311,4,6.220962864,6.151602643,1,2,0,0,0,0,-5.012938932,408.5269098,1
"1322",12,56,3,3,0,2,18.99941305,2.995996101,3,5.115723895,4.684970064,0,1,11,3,1,0,0.774802441,0.809991915,5.322290856,16.89814127,5,6.224929647,6.103624026,1,2,0,0,0,0,-3.593733891,815.3821565,1
"1323",12,50,3,3,0,2,18.99941247,2.99591452,3,5.108246209,4.678985912,0,1,11,3,1,0,0.774802441,0.809991915,5.322290856,17.67206776,4,6.216980283,6.193023036,1,2,0,0,0,0,-9.270987642,1068.48345,1
"1324",12,53,3,3,0,2,18.99941276,2.995976913,3,5.136957751,4.701985091,0,1,11,3,1,0,0.774802441,0.809991915,5.322290856,17.2695311,5,6.220962864,6.151602643,1,2,0,0,0,0,-5.012938932,408.5269098,1
"1325",12,41,3,2,0,2,18.99941122,2.995008545,2,4.790810494,4.429526565,1,1,9,3,0,0,0.774802441,0.797100204,5.382077434,18.00923248,0,6.184277749,6.39459716,1,2,0,0,0,0,-3.111893794,436.0577715,1
"1326",12,44,3,2,0,2,18.99941151,2.995315552,2,4.925216682,4.533944967,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,17.53115616,3,6.238446688,6.686411442,1,2,0,0,0,0,-4.027262204,282.5123701,1
"1327",12,44,3,2,0,2,18.99941151,2.995315552,2,4.925216682,4.533944967,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,17.53115616,3,6.238446688,6.686411442,1,2,0,0,0,0,-4.027262204,282.5123701,1
"1328",12,47,3,2,0,2,18.9994118,2.995469055,2,4.960528579,4.561701291,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,17.09435105,4,6.264469118,6.803241339,1,2,0,0,0,0,-6.280722772,427.8288355,1
"1329",12,50,3,2,0,2,18.99941209,2.995545807,2,4.993318743,4.5875795,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,16.69389796,5,6.281448655,6.851570368,1,2,0,0,0,0,-9.270987642,1068.48345,1
"1330",12,44,3,2,0,3,19.00041566,2.995304443,2,4.974320218,4.716959142,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,18.69955778,3,6.264469118,6.803241339,1,2,0,0,0,0,-6.280722772,427.8288355,1
"1331",12,47,3,2,0,3,19.00041609,2.995463501,2,5.008311586,4.742119595,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,18.22813831,4,6.281448655,6.851570368,1,2,0,0,0,0,-9.270987642,1068.48345,1
"1332",12,53,3,2,0,3,19.00041695,2.995582794,2,5.069155847,4.804106584,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,17.39518183,6,6.292610264,6.792828019,1,2,0,0,0,0,-3.593733891,815.3821565,1
"1333",12,50,3,2,0,2,18.99941209,2.995622559,2,4.963027374,4.563669997,2,1,9,3,2,0,0.774802441,1.085775338,5.610965991,16.69389796,4,6.28983152,6.906234406,1,2,0,0,0,0,-12.01769059,2802.734418,1
"1334",12,48,3,2,0,2,18.99941209,2.995575317,2,5.055639983,4.637021513,2,1,9,3,0,0,0.892653571,0.941437771,5.466628424,16.9096998,2,6.322677442,7.00932148,1,2,0,0,0,0,-12.46876648,2190.35841,1
"1335",12,48,3,2,0,2,18.99941209,2.995575317,2,5.055639983,4.637021513,2,1,9,3,0,0,0.892653571,0.941437771,5.466628424,16.9096998,2,6.322677442,7.00932148,1,2,0,0,0,0,-12.46876648,2190.35841,1
"1336",12,57,3,2,0,2,18.99941295,2.995796722,2,5.136624623,4.701729719,2,1,9,3,0,0,0.846971224,0.941437771,5.755303558,15.84839371,2,6.347498661,6.812650504,1,3,0,0,0,0,-5.391723304,739.802368,1
"1337",12,48,3,3,0,2,18.99941247,2.995449738,2,4.960528579,4.561701498,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,17.9237251,3,6.281448655,6.851570368,1,2,0,0,0,0,-9.270987642,1068.48345,1
"1338",12,51,3,3,0,2,18.99941276,2.995536148,2,4.993318743,4.587579521,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,17.50406268,4,6.287045032,6.832741477,1,2,0,0,0,0,-5.012938932,408.5269098,1
"1339",12,48,3,3,0,2,18.99941247,2.995497772,2,5.008311586,4.599444008,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,17.9237251,4,6.281448655,6.851570368,1,2,0,0,0,0,-9.270987642,1068.48345,1
"1340",12,48,3,3,0,2,18.99941247,2.995526489,2,4.97630012,4.574138325,2,1,9,3,1,0,0.774802441,0.926199649,5.610965991,17.9237251,4,6.28983152,6.906234406,1,2,0,0,0,0,-12.01769059,2802.734418,1
"1341",12,54,3,3,0,2,18.99941305,2.995591362,2,5.069155847,4.647785797,2,1,9,3,1,0,0.774802441,0.797100204,5.322290856,17.1171588,6,6.292610264,6.792828019,1,2,0,0,0,0,-3.593733891,815.3821565,1
"1342",12,46,3,3,0,4,19.00142056,2.994743408,2,5.196263689,4.969594174,0,1,10,2,2,0,0.824384804,0.827246908,5.914358563,20.38408182,2,6.218101988,5.660866819,1,2,0,0,0,0,-6.096048873,719.4996168,1
"1343",12,49,3,3,0,4,19.00142114,2.994902466,2,5.224933781,4.998012849,0,1,10,2,2,0,0.824384804,0.827246908,5.914358563,19.87321422,3,6.224063257,5.591712594,1,2,0,0,0,0,-21.42171966,660.8265658,1
"1344",12,52,3,3,0,4,19.00142172,2.994981995,2,5.251277974,5.024544251,0,1,10,2,2,0,0.824384804,0.827246908,5.914358563,19.40212008,4,6.226042476,5.527293393,1,2,0,0,0,0,-6.186827883,401.7505534,1
"1345",12,49,3,3,0,5,19.00242562,2.994935791,2,5.411631733,5.215325384,0,1,10,2,2,0,0.774802441,0.960328596,6.072290856,20.65139117,3,6.160811674,5.395023259,1,2,0,0,0,0,-5.438707251,474.1067156,1
"1346",12,50,3,3,0,2,18.99941247,2.995058716,2,5.232750222,4.77913349,0,1,10,2,1,0,0.892653571,0.985932397,5.466628424,17.67206776,0,6.163972482,5.410843839,1,2,0,0,0,0,-12.46876648,2190.35841,1
"1347",12,43,3,3,0,4,19.00141999,2.99444751,2,5.144382325,5.144370257,0,1,10,2,0,0,0.774802441,0.815480004,5.53150668,20.93968832,0,6.151268858,5.613033615,1,2,0,0,0,0,-5.148683772,381.7810088,1
"1348",12,46,3,3,0,4,19.00142056,2.994776733,2,5.176419387,5.167702559,0,1,10,2,2,0,0.774802441,0.840129437,5.610965991,20.38408182,2,6.151268858,5.523499875,1,2,0,0,0,0,-12.01769059,2802.734418,1
"1349",12,46,3,3,0,5,19.0024249,2.9947323,2,5.21633435,5.20778038,0,1,10,2,2,0,0.824384804,0.885568092,6.203033698,21.17374424,2,6.2299892,5.58287349,1,2,0,0,0,0,-8.949835209,862.2643715,1
"1350",12,49,3,3,0,4,19.00142114,2.994941345,2,5.205768813,5.19647199,0,1,10,2,2,0,0.774802441,0.840129437,5.610965991,19.87321422,3,6.154459926,5.465058211,1,2,0,0,0,0,-6.049668156,419.7564244,1
"1351",12,50,3,3,0,5,19.00242634,2.995000549,3,5.205196187,5.178299665,0,2,11,2,1,0,0.824384804,0.868486213,6.203033698,20.45917444,4,6.237836225,5.603785569,1,2,0,0,0,0,-4.923177903,732.2232153,1
"1352",12,50,3,3,0,4,19.00142172,2.995044983,3,5.170044247,5.142917348,0,2,11,2,1,0,0.774802441,0.823047557,5.610965991,19.68607383,4,6.162919989,5.553158309,1,2,0,0,0,0,-4.127755569,756.9543094,1
"1353",12,51,3,3,0,3,19.00041753,3.073999054,2,5.008652647,4.781642262,2,1,8,4,2,0,0.873967167,0.975711877,6.457113628,18.59342029,3,6.417957022,6.849629934,1,2,0,0,0,0,-9.469854522,967.8889853,1
"1354",12,48,3,2,0,3,19.00041652,2.995530884,2,5.08769983,4.86038888,2,1,9,3,0,0,0.931422892,0.984827694,6.058696131,18.03125064,2,6.399426535,7.028546473,1,2,0,0,0,0,-9.059849173,826.3537131,1
"1355",12,48,3,2,0,3,19.00041652,2.995530884,2,5.08769983,4.86038888,2,1,9,3,0,0,0.931422892,0.984827694,6.058696131,18.03125064,2,6.399426535,7.028546473,1,2,0,0,0,0,-9.059849173,826.3537131,1
"1356",12,42,3,2,0,2,18.99941094,3.072012207,2,5.064459559,4.644043161,0,1,9,3,1,0,0.774823609,0.848988621,5.477248395,17.94620017,0,6.074052091,5.766146454,1,2,0,0,0,0,-3.103219161,212.4351056,1
"1357",12,51,3,2,0,3,19.00041695,3.074124634,2,5.100034938,4.872743517,2,1,8,4,1,0,0.981005255,1.120049445,6.601451195,17.61675721,2,6.461077475,6.997124792,1,2,0,0,0,0,-20.33998998,1451.823274,1
"1358",12,51,3,2,0,3,19.00041695,3.074124634,2,5.100034938,4.872743517,2,1,8,4,1,0,0.981005255,1.120049445,6.601451195,17.61675721,2,6.461077475,6.997124792,1,2,0,0,0,0,-20.33998998,1451.823274,1
"1359",12,48,3,3,0,3,19.0004171,2.995405304,2,4.99222711,4.765310691,2,1,9,3,1,0,0.824384804,0.840490127,5.914358563,19.04527595,3,6.353500097,6.872610811,1,2,0,0,0,0,-21.42171966,660.8265658,1
"1360",12,49,3,3,0,5,19.00242562,3.07332605,2,5.224913561,5.216403534,0,1,9,3,3,0,0.873967167,1.020789843,6.745788763,20.65139117,2,6.302618976,5.625475543,1,2,0,0,0,0,-18.0071467,1598.291557,1
"1361",12,51,3,2,0,2,18.99941238,3.074169067,2,5.069131357,4.647770306,2,1,8,4,1,0,0.942235934,1.076659522,6.009383488,16.5273996,2,6.389086478,6.975943344,1,2,0,0,0,0,-10.16751812,3954.831686,1
"1362",12,51,3,2,0,2,18.99941238,3.074169067,2,5.069131357,4.647770306,2,1,8,4,1,0,0.942235934,1.076659522,6.009383488,16.5273996,2,6.389086478,6.975943344,1,2,0,0,0,0,-10.16751812,3954.831686,1
"1363",12,47,3,2,0,4,19.00142037,3.07385376,2,5.024529828,4.800162833,2,1,8,4,2,0,0.873967167,0.975711877,6.457113628,19.16204661,3,6.403160205,6.809706312,1,2,0,0,0,0,-7.96109356,578.6023262,1
"1364",12,53,3,2,0,3,19.00041695,3.074095123,2,5.038786955,4.811604849,2,1,8,4,2,0,0.873967167,0.975711877,6.457113628,17.39518183,5,6.417957022,6.849629934,1,2,0,0,0,0,-9.469854522,967.8889853,1
"1365",12,53,3,2,0,3,19.00041695,3.074095123,2,5.038786955,4.811604849,2,1,8,4,2,0,0.873967167,0.975711877,6.457113628,17.39518183,5,6.417957022,6.849629934,1,2,0,0,0,0,-9.469854522,967.8889853,1
"1366",12,50,3,2,0,4,19.00142095,2.995498596,2,5.071593367,4.844307517,2,1,9,3,1,0,0.824384804,0.840490127,5.914358563,18.70790403,5,6.358708442,6.852512086,1,2,0,0,0,0,-6.186827883,401.7505534,1
"1367",12,50,3,2,0,4,19.00142095,2.995498596,2,5.071593367,4.844307517,2,1,9,3,1,0,0.824384804,0.840490127,5.914358563,18.70790403,5,6.358708442,6.852512086,1,2,0,0,0,0,-6.186827883,401.7505534,1
"1368",12,44,3,2,0,3,19.00041566,2.995271118,2,4.957784399,4.731212258,2,1,9,3,1,0,0.824384804,0.840490127,5.914358563,18.69955778,3,6.305362462,6.709107054,1,2,0,0,0,0,-4.282453173,336.2134197,1
"1369",18,108,5,8,2,0,31.97307658,5.660274006,6,5.07195658,4.760223019,0,4,13,5,9,0,0.297058001,3.003634369,9.875200271,17.60662182,5,6.256948939,3.446714744,0,3,0,0,3,0,-5.84658833,918.8432503,1
"1370",18,88,4,7,1,0,31.97207337,5.082047093,5,5.037189031,4.724887441,0,3,13,5,4,0,0.283814783,1.967030458,8.702525236,16.70613364,5,6.354804729,4.534237281,0,3,0,0,3,0,-7.052432748,789.5583721,2
"1371",12,98,4,9,1,0,31.97207349,4.356513013,5,5.135084118,4.824547599,0,3,8,4,10,0,0.224889218,2.265810485,8.480323262,16.71323601,5,6.164498314,3.54526622,0,2,0,0,3,0,-6.634074586,1725.792919,2
"1372",12,103,3,8,1,0,31.97207348,4.353901372,4,5.166724705,4.846348627,0,2,8,4,9,0,0.23371803,2.273705014,7.935605192,15.58396045,5,6.029031249,3.158690296,0,2,0,0,3,0,-8.720853229,754.7195733,2
"1373",12,32,3,1,0,0,15.99491994,5.589959489,2,4.566657299,3.889992934,0,1,10,2,0,0,0.541706037,0.512452524,3.464192653,13.66324426,0,5.714969664,6.081832108,1,2,0,0,0,0,-66.57716229,9000047.605,2
"1374",6,56,3,2,0,0,15.99592879,4.978164948,2,5.00936331,4.049259206,0,1,5,1,2,1,1.279721689,1.760910917,6.715379341,12.76365924,0,5.991776998,2.476004799,1,1,0,0,0,0,-2.498375803,285.7560224,1
"1375",6,62,3,2,0,0,15.99592981,5.08978419,2,5.032005896,4.057348168,0,1,5,1,2,1,1.279721689,1.760910917,6.715379341,12.36499599,4,6.010347634,2.506155852,1,1,0,0,0,0,-1.646570646,291.8637269,1
"1376",6,53,3,2,0,3,19.00041609,2.957172852,2,5.797590264,5.077501085,0,1,5,1,0,1,1.279721689,1.875390156,7.285476282,17.46479564,0,6.024959766,2.548768403,1,1,0,0,0,0,-2.497264846,322.1793451,1
"1377",6,53,3,2,0,0,15.99592829,4.829338762,2,4.996578733,4.045639855,0,1,5,1,0,1,1.279721689,1.760910917,6.775165919,12.9874951,0,5.974763355,2.434952131,1,1,0,0,0,0,-3.294281023,521.0355054,1
"1378",6,57,3,3,0,0,15.99693588,4.966738637,2,4.992603726,4.067294661,0,1,5,1,0,1,1.309375193,1.810720665,7.282451929,13.56797287,0,6.105908681,2.571016329,1,1,0,0,0,0,-3.979142797,303.561196,1
"1379",18,51,4,2,0,0,15.99593032,4.974016234,2,4.57689992,4.010901838,0,3,10,5,1,0,0.872497327,0.981983536,6.214441974,13.7088635,0,6.591545123,9.250130767,1,3,0,0,0,1,-6.027956585,320.2324056,1
"1380",18,52,4,3,0,0,15.99693816,4.954228775,2,4.576919552,4.01142647,0,3,11,4,0,0,0.852568467,0.896571534,6.194804312,14.55931396,0,6.614432327,9.064360575,1,3,0,0,0,1,-6.462838707,348.982909,1
"1381",18,55,4,3,0,0,15.99693893,4.993523456,2,4.600297042,4.020016141,0,3,11,4,2,0,0.852568467,0.896571534,6.145988776,14.30302363,0,6.628413331,8.881723169,1,3,0,0,0,1,-7.823815552,449.8459121,1
"1382",18,58,4,3,0,0,15.99693969,5.013170303,2,4.622253638,4.028056166,0,3,11,4,2,0,0.852568467,0.896571534,6.145988776,14.06384636,3,6.636315582,8.7270724,1,3,0,0,0,1,-13.08714438,1086.759102,1
"1383",18,61,4,3,0,0,15.99694045,5.022993419,2,4.642910618,4.035584287,0,3,11,4,2,0,0.852568467,0.896571534,6.145988776,13.84023303,4,6.640243413,8.60470093,1,3,0,0,0,1,-8.663826992,790.3048508,1
"1384",18,58,4,3,0,0,15.99693969,5.032825752,2,4.600521328,4.020143816,0,3,11,4,2,0,0.852568467,1.132273794,6.360064951,14.06384636,0,6.642201559,8.706795044,1,3,0,0,0,1,-9.170213279,834.3509044,1
"1385",18,62,4,3,0,0,15.99694122,5.066076629,2,4.705247951,4.05815633,0,3,11,4,0,0,0.911494032,1.014422664,6.530888955,13.74321074,0,6.667950256,8.063189492,2,3,0,0,0,1,-13.4351933,571.2761926,1
"1386",18,61,4,2,0,0,15.99593236,5.197701954,2,4.705232462,4.057517567,0,3,10,5,0,0,0.950777742,1.06531687,6.58783029,12.96031569,0,6.6866799,8.125930553,2,3,0,0,0,1,-8.326375226,10725.42595,1
"1387",18,48,4,2,0,1,18.99840786,4.738955508,2,4.766063911,4.586462923,0,3,11,4,0,0,0.872497327,0.892200442,6.214441974,16.1733775,0,6.591545123,9.250130767,1,3,0,0,0,1,-6.027956585,320.2324056,1
"1388",18,48,4,2,0,0,34.96885394,5.061328567,2,4.587605326,4.014500806,0,3,11,4,0,0,0.872497327,1.001309387,6.214441974,18.03159336,0,6.591545123,9.250130767,1,3,0,0,0,1,-6.027956585,320.2324056,1
"1389",18,51,4,2,0,3,19.00041756,3.876489502,2,5.24793598,4.629572074,0,3,10,5,1,0,0.838476636,1.043955072,7.362326418,18.28432171,0,6.658692777,8.724555646,1,3,0,0,0,1,-6.607896076,604.883448,1
"1390",18,49,5,2,0,0,15.99593132,4.59047883,2,4.543772827,4.450564267,0,3,10,5,0,0,0.852568467,0.909814753,6.194804312,14.39791839,0,6.658692777,9.582947176,1,3,0,0,0,1,-6.462838707,348.982909,1
"1391",18,54,4,2,0,0,15.99593083,4.975244051,2,4.589118379,4.016438653,0,3,9,6,2,0,0.92406392,1.115156554,6.715778868,13.47526338,0,6.658692777,9.194330464,1,3,0,0,0,1,-7.496470308,325.3358688,1
"1392",18,49,4,2,0,0,15.99593032,6.060598221,2,4.647820823,4.037558507,0,3,10,5,1,0,1.01853212,0.939708042,6.097173239,13.82258675,0,6.644155877,8.589476373,2,3,1,0,0,1,-5.186268107,328.9542465,1
"1393",18,50,4,3,0,0,15.99693816,6.047330926,2,4.647832288,4.038049226,0,3,11,4,2,0,0.970419597,0.896571534,6.097173239,14.69424757,0,6.65096607,8.413749001,1,4,0,1,0,2,-6.563575915,372.9547599,1
"1394",18,51,4,2,0,1,18.998408,4.615245909,2,4.792550781,4.599972829,0,3,10,5,1,0,0.945017617,1.013076699,6.711810407,15.8258236,0,6.639017623,9.323683909,1,3,0,0,0,1,-6.759838201,379.3959141,1
"1395",18,51,4,2,0,2,18.99941278,4.609555185,2,4.840615617,4.79305238,0,3,10,5,1,0,0.996584211,1.056466622,7.221084223,17.19639017,0,6.703149769,9.273229404,1,3,0,0,0,1,-8.607762029,399.278192,1
"1396",18,48,4,2,0,4,19.00142176,2.950897034,2,5.271770273,4.846404795,0,3,11,4,0,0,0.895435254,0.992334188,6.695197099,19.63763316,0,6.615186285,8.929962844,1,3,0,0,0,1,-6.528495487,4729.921225,1
"1397",18,52,4,3,0,3,19.00041857,2.950986343,2,5.254768488,4.62966551,0,3,11,4,0,0,0.871027486,1.013945652,6.690627945,19.07585921,0,6.655078316,9.103336995,1,3,0,0,0,1,-11.08414804,485.8221984,1
"1398",18,50,5,2,0,0,15.99593083,4.973852874,2,4.587619969,4.032886909,0,3,8,5,1,0,0.872497327,0.981983536,6.214441974,14.40636504,0,6.591545123,9.250130767,1,3,0,0,0,1,-6.027956585,320.2324056,1
"1399",18,50,5,2,0,1,18.99840806,4.894070072,2,4.799904708,4.611433059,0,3,8,5,1,0,0.92406392,1.025373459,6.715778868,16.55399956,0,6.658692777,9.194330464,1,3,0,0,0,1,-7.496470308,325.3358688,1
"1400",18,47,5,2,0,1,18.99840791,4.816563841,2,4.784215887,4.598830021,0,3,9,4,0,0,0.874481557,0.890151709,6.188855197,16.92715229,0,6.608380108,9.327978972,1,3,0,0,0,1,-7.962467513,346.2019561,1
"1401",18,44,4,1,0,0,15.99492196,5.992535859,2,4.549539434,3.986018752,0,3,11,4,0,0,0.773353768,0.778720404,5.194719023,13.03180397,0,6.458876931,9.77793451,1,3,0,0,0,1,-3.771582457,262.6552914,1
"1402",18,48,4,2,0,0,15.99592981,4.895244235,2,4.563792111,3.999243189,0,3,11,4,0,0,0.82146629,0.846761786,5.63940578,13.95984698,0,6.546157524,9.919002865,1,3,0,0,0,1,-3.872931129,261.5457819,1
"1403",18,45,5,1,0,0,15.99492272,4.375245995,2,4.528939978,4.440481128,0,3,10,5,0,0,0.82146629,0.862053737,5.63940578,13.47568705,0,6.602672692,10.70396545,1,3,0,0,0,1,-3.872931129,261.5457819,1
"1404",18,44,4,1,0,1,18.99840738,4.308499698,2,4.750280582,4.57423224,0,3,11,4,0,0,0.845874058,0.841714483,5.543883749,15.39166107,0,6.516655247,9.915142709,1,3,0,0,0,1,-3.957524404,243.6171254,1
"1405",18,44,4,1,0,2,18.99941153,4.285747627,2,4.893654064,4.627684878,0,3,11,4,0,0,0.889794676,0.869355886,6.319192153,16.88600944,0,6.567726726,9.94891055,1,3,0,0,0,1,-4.765249408,250.2580646,1
"1406",18,44,4,1,0,2,18.99941153,4.302810087,2,4.822845384,4.735180186,0,3,11,4,0,0,0.889794676,0.885104406,6.045220643,16.88600944,0,6.567726726,9.946760321,1,3,0,0,0,1,-4.713962596,249.3009377,1
"1407",18,44,4,1,0,2,18.99941153,4.296131836,2,4.83678906,4.713929993,0,3,11,4,0,0,0.889794676,0.904708562,5.818133519,16.88600944,0,6.578339338,10.02662664,1,3,0,0,0,1,-4.361655875,254.2961479,1
"1408",18,42,6,1,0,0,15.99492248,5.984714829,2,4.570977034,4.032398243,0,6,7,3,0,0,0.773353768,0.759936793,5.194719023,14.41646538,0,6.458876931,9.77793451,1,3,0,0,0,2,-3.771582457,262.6552914,1
"1409",18,43,5,1,0,0,15.99492222,5.989928377,2,4.559666128,4.004833667,0,5,8,4,0,0,0.773353768,0.778720404,5.194719023,13.77028947,0,6.458876931,9.77793451,1,3,0,0,0,2,-3.771582457,262.6552914,1
"1410",18,43,5,1,0,1,18.99840743,4.611067955,2,4.774862243,4.585811819,0,5,8,4,0,0,0.845874058,0.809813567,5.692087456,16.16916025,0,6.512905503,9.832061502,1,3,0,0,0,2,-4.399380528,246.3941041,1
"1411",18,46,5,1,0,0,15.99492247,6.029222136,2,4.574234016,4.010318879,0,4,9,4,1,0,0.847322732,0.907819849,5.546781095,13.52201769,0,6.517071019,9.610274416,1,3,0,0,0,2,-3.98322243,453.4921974,1
"1412",18,45,6,1,0,0,15.99492273,6.026570537,2,4.585862593,4.032468553,0,4,7,4,1,0,0.847322732,0.907819849,5.546781095,14.15193437,0,6.517071019,9.610274416,1,3,0,0,0,2,-3.98322243,453.4921974,1
"1413",18,48,6,1,0,0,15.99492298,5.676365839,2,4.612399132,4.04261295,0,4,7,4,1,0,0.822914963,0.870007497,5.642303126,13.90398425,0,6.541706177,9.401328768,1,3,0,0,0,2,-4.630501746,897.5991582,1
"1414",18,51,6,1,0,0,15.99492324,6.048073467,2,4.612105636,4.042560673,0,4,7,4,2,0,0.812101921,1.141931138,6.194804312,13.67174128,0,6.565749008,9.205256609,1,3,0,0,0,2,-5.276124008,327.8242567,1
"1415",18,48,6,1,0,0,15.99492298,6.048075433,2,4.599513344,4.037755493,0,3,8,4,2,0,0.892426186,1.036919294,5.823928211,13.90398425,0,6.579120995,9.452160799,1,3,0,0,0,2,-4.119817754,440.6171915,1
"1416",18,51,6,1,0,0,15.99492324,5.754957159,2,4.624510356,4.047272643,0,3,8,4,2,0,0.872497327,0.999106942,5.930421283,13.67174128,0,6.602291037,9.253301671,1,3,0,0,0,2,-4.651723872,358.5314939,1
"1417",18,54,6,1,0,0,15.99492349,5.793273193,2,4.647831202,4.056095858,0,3,8,4,2,0,0.852568467,0.96129459,6.036914355,13.45416415,0,6.627917361,9.064159037,1,3,0,0,0,2,-5.084238573,327.7245514,1
"1418",18,55,5,1,0,1,18.99840801,4.618434744,2,4.864262714,4.657740376,0,3,10,4,2,0,0.925088758,0.992387753,6.534282789,14.87314468,0,6.67373245,9.145175705,1,3,0,0,0,2,-5.661210326,389.6441599,1
"1419",6,41,3,1,0,0,15.99492019,5.922379473,2,4.858450078,3.964727815,0,1,5,1,0,0,0.67568005,0.700022801,4.292264806,12.81111368,0,5.369765555,3.259132923,1,2,0,0,0,0,-70.56511109,1e+07,1
"1420",6,56,3,3,0,0,15.99693511,3.744984879,3,5.078790554,4.987367466,0,2,5,1,1,0,0.646831158,0.731826066,4.378537821,13.64868876,6,5.500492611,2.878867574,1,2,0,0,0,0,-1.829034812,366.4386927,1
"1421",12,33,0,4,0,0,15.99793178,4.838930518,3,4.645323151,4.521537543,0,0,12,4,0,0,0.433300936,0.533588666,3.689691721,12.35283325,0,6.103117722,7.480182927,0,3,0,1,0,0,-3.633649126,356.1631435,2
"1422",18,48,0,5,0,0,15.99894361,4.104787567,2,4.551454591,4.545894726,0,2,14,4,2,0,0.308681103,0.6647847,3.537086362,12.07009766,0,6.80988401,15.37732047,0,3,0,0,0,0,-4.984997566,370.8676652,2
"1423",12,36,0,4,0,0,15.99793278,4.781886244,3,4.632036392,4.506422918,0,0,12,4,0,0,0.408893167,0.527094449,3.765390225,12.16766584,0,6.138536661,7.388746803,0,3,0,1,0,0,-3.582930725,216.3202739,2
