"","naAromAtom","nAtom","nN","nO","nS","nF","BCUTw.1h","BCUTp.1l","nBondsD","SpMax1_Bhs","SpMax2_Bhs","C2SP1","C1SP2","C2SP2","C3SP2","C1SP3","C4SP3","SCH.7","VC.3","SPC.4","MIC0","nAtomLAC","piPC6","R_TpiPCTPC","n5Ring","n6Ring","nF9Ring","nF10Ring","nFG12Ring","n6HeteroRing","VE3_D","VR1_D","class_label"
"6220",12,43,3,1,0,3,19.00041465,4.019299072,1,5.301476956,4.465116279,2,3,5,4,3,0,1.088011708,1.062114721,5.60620926,17.56135329,3,6.567463256,9.116916617,2,2,1,0,0,1,-3.573624595,296.2521675,1
"6221",12,52,6,3,0,1,18.99840845,4.789888976,3,4.779836048,4.599579119,2,5,6,1,3,0,0.47744055,1.138181043,5.844771667,17.78594741,4,6.034284544,5.313359107,0,3,0,0,0,2,-3.342808559,469.2617192,1
"6222",6,24,4,1,0,1,18.99840565,4.036107418,2,4.907312633,4.701442561,0,0,5,1,1,0,0.306812329,0.339349605,1.974471828,19.62049069,0,5.009801613,4.442340067,0,2,0,0,0,1,-3.86688832,93.65192294,2
"6223",12,67,4,4,1,0,31.97207268,5.567493506,3,5.138996593,4.813949062,0,3,7,2,3,0,0.325031563,1.324506913,5.484496507,17.04390404,4,5.846980536,3.630570023,1,2,0,0,0,1,-18.33769701,352.3343265,2
"6224",12,67,4,4,1,0,31.97207268,5.567493506,3,5.138996593,4.813949062,0,3,7,2,3,0,0.325031563,1.324506913,5.484496507,17.04390404,4,5.846980536,3.630570023,1,2,0,0,0,1,-18.33769701,352.3343265,1
"6225",6,62,2,4,0,2,18.99941302,4.223215179,1,5.435270736,5.361106388,0,1,5,1,5,0,0.363402157,0.939835444,3.620214549,16.21565831,3,5.129158796,2.039701803,0,3,0,0,0,1,-4.256294433,326.3350261,1
"6226",6,65,2,4,0,2,18.99941331,4.225671234,1,5.404709005,5.32884079,0,1,5,1,5,0,0.411801684,1.094016285,4.155211915,15.91610386,3,5.169773515,1.979942234,0,3,0,0,0,1,-4.929929365,339.9819709,1
"6227",6,61,2,4,0,2,18.99941274,4.225650574,1,5.203266794,5.114640582,0,1,5,1,8,1,0.3396329,2.450552311,4.472199214,16.30539238,3,5.129158796,2.132603858,0,2,0,0,0,1,-5.348542881,289.7961238,1
"6228",12,67,4,4,1,0,31.97207268,5.567493506,3,5.138996593,4.813949062,0,3,7,2,3,0,0.325031563,1.324506913,5.484496507,17.04390404,4,5.846980536,3.630570023,1,2,0,0,0,1,-18.33769701,352.3343265,2
"6229",12,67,4,4,1,0,31.97207268,5.567493506,3,5.138996593,4.813949062,0,3,7,2,3,0,0.325031563,1.324506913,5.484496507,17.04390404,4,5.846980536,3.630570023,1,2,0,0,0,1,-18.33769701,352.3343265,1
"6230",6,61,2,3,0,2,18.99941235,4.225317078,1,5.435270736,5.361106388,0,1,5,1,3,0,0.470727249,0.989645193,3.572102026,15.61336863,3,5.117245029,2.08506447,1,2,0,0,0,0,-4.452177981,453.9697884,1
"6231",6,64,2,3,0,2,18.99941264,4.226289398,1,5.445569548,5.371967137,0,1,5,1,3,0,0.363402157,0.989645193,3.620214549,15.32242439,3,5.129158796,2.039701803,0,3,0,0,0,1,-4.256294433,326.3350261,1
"6232",6,62,2,4,0,2,18.99941302,4.223215179,1,5.435270736,5.361106388,0,1,5,1,5,0,0.363402157,0.939835444,3.620214549,16.21565831,3,5.129158796,2.039701803,0,3,0,0,0,1,-4.256294433,326.3350261,1
"6233",6,65,2,4,0,2,18.99941331,4.225671234,1,5.404709005,5.32884079,0,1,5,1,5,0,0.411801684,1.094016285,4.155211915,15.91610386,3,5.169773515,1.979942234,0,3,0,0,0,1,-4.929929365,339.9819709,1
"6234",18,84,3,6,0,2,18.99941826,4.244513748,2,5.106239474,5.010356733,0,2,15,3,3,0,0.800957328,1.303269526,6.597442237,16.04907321,3,6.131905607,3.166623173,2,3,0,0,0,0,-13.77512691,550.7450224,1
"6235",12,83,3,6,0,0,15.99997072,4.777357658,1,4.919086492,4.300642896,0,3,6,3,5,1,0.903370908,3.028252509,7.087698067,13.670233,4,6.084784111,2.956316979,1,3,1,1,0,2,-12.51971131,734.6167384,1
"6236",26,47,4,1,0,0,15.99492272,5.345800924,1,4.53761172,4.157318633,0,4,16,4,0,0,0.799809311,0.64560787,4.078959189,12.60249418,0,6.97623135,18.75854155,2,3,1,0,0,0,-7.038334718,393.2549997,1
"6237",26,47,4,1,0,1,18.99840781,4.00734455,1,4.734006857,4.558652626,0,4,16,4,0,0,0.869899426,0.708601949,4.48720748,14.84814622,0,6.996509927,18.36219734,2,3,1,0,0,0,-6.827148413,708.1227015,1
"6238",26,46,5,1,0,0,15.99492297,5.3353781,1,4.546130805,4.16037626,0,6,13,4,0,0,0.799809311,0.64560787,4.078959189,13.32863487,0,6.97623135,18.75854155,2,3,1,0,0,1,-7.038334718,393.2549997,1
"6239",26,46,5,1,0,0,15.99492297,5.324956485,1,4.54617489,4.160376662,0,6,13,4,0,0,0.799809311,0.64560787,4.078959189,13.32863487,0,6.97623135,18.75854155,2,3,1,0,0,1,-7.038334718,393.2549997,1
"6240",26,46,5,1,0,0,15.99492297,5.201778135,1,4.546319408,4.162910882,0,6,13,4,0,0,0.797379135,0.64560787,4.074098837,13.32863487,0,6.963544701,18.51713563,2,3,1,0,0,1,-7.074975581,436.1709944,1
"6241",26,46,5,1,0,1,18.99840787,4.204246102,1,4.747903733,4.569210544,0,6,13,4,0,0,0.836949849,0.708601949,4.423263564,15.60911045,0,7.019408454,18.51574803,2,3,1,0,0,1,-7.557854763,353.9818728,1
"6242",31,50,5,0,0,2,18.99941271,4.043584116,0,4.765555631,4.764021887,0,5,16,5,0,0,1.130390897,0.848635475,5.2825757,14.60098791,0,7.405524158,23.95033424,3,3,1,0,0,0,-8.934346068,474.030534,1
"6243",31,54,5,1,0,4,19.00142411,2.964132912,0,5.244057663,4.808925189,0,5,16,5,0,0,1.110462038,0.968162017,5.888408094,17.96896952,0,7.438815422,22.35721805,3,3,1,0,0,0,-15.48180765,618.2497924,1
"6244",29,46,5,0,0,2,18.99941213,4.195462073,0,4.791572137,4.791329244,0,4,16,4,0,0,1.224121264,0.829851864,5.180239965,15.01741214,0,7.416998401,24.00040824,3,3,2,0,0,0,-17.93855217,379.5279915,1
"6245",29,50,5,1,0,4,19.00142295,2.964137844,0,5.273033317,4.839683912,0,4,16,4,0,0,1.204192404,0.949378406,5.786072359,18.52054361,0,7.449916039,22.41727774,3,3,2,0,0,0,-10.83803501,597.5162527,1
"6246",6,39,3,0,1,2,31.97207202,4.6502328,1,5.167036633,5.076859354,0,0,4,2,5,0,0.364176833,0.967204603,3.769287151,19.37045281,0,5.481159621,3.977308917,0,2,0,0,0,1,-3.81524662,188.4012564,1
"6247",6,42,3,0,1,2,31.97207207,4.689529779,1,5.143002446,5.051051447,0,0,4,2,5,0,0.364176833,1.255879738,4.057962285,18.75673246,0,5.505839537,3.932477679,0,2,0,0,0,1,-3.623264297,188.8524622,1
"6248",6,39,3,0,1,2,31.97207202,4.689530183,1,5.082116319,4.985450144,0,0,4,2,3,0,0.364176833,1.283432369,3.983363326,19.37045281,0,5.493575714,3.99,0,2,0,0,0,1,-5.052345393,226.9052154,1
"6249",6,47,3,1,1,2,31.97207224,4.772975972,1,5.273723544,5.190862354,0,0,4,2,5,0,0.554548254,1.243169616,4.594013736,19.77554285,0,5.602579969,3.557792887,1,2,0,0,0,1,-4.067958087,244.5626366,1
"6250",6,43,3,1,1,2,31.97207214,4.354070172,1,5.19733162,5.109320991,0,0,4,2,5,0,0.364176833,0.967204603,3.769287151,20.58618034,2,5.497680389,3.846941233,0,2,0,0,0,1,-2.455412568,211.6739396,1
"6251",6,46,3,1,1,2,31.97207219,4.347029777,1,5.224295442,5.13815088,0,0,4,2,5,0,0.364176833,0.967204603,3.769287151,19.95632381,3,5.501768285,3.780490654,0,2,0,0,0,1,-2.162544075,319.2311248,1
"6252",6,46,3,1,1,2,31.97207219,4.511255014,1,5.172492759,5.082711412,0,0,4,2,5,0,0.364176833,1.171328748,4.177535441,19.95632381,3,5.521960793,3.803643953,0,2,0,0,0,1,-3.019064894,221.339724,1
"6253",6,44,3,0,1,2,31.97207217,4.73033436,1,5.392223696,5.316517593,0,0,4,2,3,0,0.795363051,1.723105444,5.369032022,18.3914389,0,5.587716714,3.502355316,0,2,0,0,0,1,-4.061190583,224.6369245,1
"6254",6,39,3,0,1,5,31.97207226,3.134161133,1,5.682129386,5.30309198,0,0,4,2,5,0,0.364176833,1.145724947,4.519287151,22.43547551,2,5.517954779,3.8046875,0,2,0,0,0,1,-3.189219451,224.9780181,1
"6255",6,39,3,0,1,4,31.97207218,3.179661133,1,5.465505604,5.287433872,0,0,4,2,5,0,0.364176833,1.025525787,4.057962285,21.61394115,2,5.505839537,3.861760496,0,2,0,0,0,1,-2.894567386,221.6922909,1
"6256",6,45,3,0,1,5,31.97207236,3.762911133,1,5.603451313,5.224293282,0,0,4,2,6,0,0.364176833,1.851344923,8.110277408,21.12991793,3,5.56499922,3.7192,0,2,0,0,0,1,-5.172809316,311.433864,1
"6257",6,42,3,0,1,5,31.97207231,3.448536133,1,5.646694093,5.267800431,0,0,4,2,5,0,0.364176833,1.262257548,6.004394993,21.75147889,3,5.541753621,3.761639031,0,2,0,0,0,1,-3.995353905,254.2711984,1
"6258",6,42,3,0,1,5,31.97207231,3.120080566,1,5.704975653,5.326309811,0,0,4,2,5,0,0.364176833,1.145724947,4.519287151,21.75147889,3,5.505839537,3.704615724,0,2,0,0,0,1,-2.790124318,1045.381742,1
"6259",6,40,3,0,1,2,31.97207207,4.677436379,1,5.311501406,5.231017874,0,0,4,2,3,0,0.47121492,1.11154217,3.913624718,19.1657996,0,5.529924996,3.848496835,0,2,0,0,0,1,-3.627194297,194.7399674,1
"6260",6,43,3,0,1,2,31.97207212,4.683482833,1,5.33282753,5.253647284,0,0,4,2,4,0,0.423102398,1.171328748,3.913624718,18.57601389,0,5.513932651,3.748340708,0,2,0,0,0,1,-2.902024698,222.8660106,1
"6261",6,43,3,0,1,4,31.97207228,3.711661133,1,5.554761094,5.375294164,0,0,4,2,4,0,0.456874536,1.481905621,5.780933281,20.73580719,0,5.576422476,3.689423077,0,2,0,0,0,1,-4.423695309,240.5672537,1
"6262",6,41,4,0,1,2,31.97207218,4.380151537,1,5.185297307,5.096433966,0,0,4,2,3,0,0.456874536,1.393981298,4.924617237,19.68594729,0,5.587716714,3.996365105,0,2,0,0,0,1,-4.000973617,221.0416583,1
"6263",6,44,3,1,1,5,31.97207242,3.749161133,1,5.767755098,5.38967316,0,0,4,2,6,0,0.912067086,1.528121618,7.390607494,23.32448441,0,5.595175956,3.523874488,0,2,0,0,0,1,-6.337151983,701.6998649,1
"6264",6,43,3,0,1,5,31.97207236,3.666161133,1,5.76827632,5.389673346,0,0,4,2,4,0,0.581874536,1.528121618,6.963830799,21.54372427,0,5.587716714,3.634530792,0,2,0,0,0,1,-5.220810018,318.5732632,1
"6265",6,47,3,1,1,6,31.97207255,3.138789062,1,5.881215134,5.504325467,0,0,4,2,6,0,0.513472879,1.219118555,5.477939804,23.31960194,2,5.820453781,3.162683824,0,3,0,1,0,2,-3.258203392,301.647512,1
"6266",6,46,3,0,1,5,31.97207241,3.66738916,1,5.730859302,5.351855903,0,0,4,2,4,0,0.606667688,2.028121618,7.15972325,20.9428657,0,5.645888496,3.616369048,0,2,0,0,0,1,-5.071037003,272.7434929,1
"6267",6,43,3,0,1,5,31.97207236,3.666161133,1,5.76827632,5.389673346,0,0,4,2,4,0,0.581874536,1.528121618,6.963830799,21.54372427,0,5.587716714,3.634530792,0,2,0,0,0,1,-5.220810018,318.5732632,1
"6268",6,44,3,1,1,5,31.97207242,3.749161133,1,5.767755098,5.38967316,0,0,4,2,6,0,0.912067086,1.528121618,7.390607494,23.32448441,0,5.595175956,3.523874488,0,2,0,0,0,1,-6.337151983,701.6998649,1
"6269",6,41,4,0,1,2,31.97207218,4.380151537,1,5.185297307,5.096433966,0,0,4,2,3,0,0.456874536,1.393981298,4.924617237,19.68594729,0,5.587716714,3.996365105,0,2,0,0,0,1,-4.000973617,221.0416583,1
"6270",6,43,3,0,1,4,31.97207228,3.711661133,1,5.554761094,5.375294164,0,0,4,2,4,0,0.456874536,1.481905621,5.780933281,20.73580719,0,5.576422476,3.689423077,0,2,0,0,0,1,-4.423695309,240.5672537,1
"6271",6,43,3,0,1,2,31.97207212,4.683482833,1,5.33282753,5.253647284,0,0,4,2,4,0,0.423102398,1.171328748,3.913624718,18.57601389,0,5.513932651,3.748340708,0,2,0,0,0,1,-2.902024698,222.8660106,2
"6272",6,40,3,0,1,2,31.97207207,4.677436379,1,5.311501406,5.231017874,0,0,4,2,3,0,0.47121492,1.11154217,3.913624718,19.1657996,0,5.529924996,3.848496835,0,2,0,0,0,1,-3.627194297,194.7399674,2
"6273",6,42,3,0,1,5,31.97207231,3.120080566,1,5.704975653,5.326309811,0,0,4,2,5,0,0.364176833,1.145724947,4.519287151,21.75147889,3,5.505839537,3.704615724,0,2,0,0,0,1,-2.790124318,1045.381742,2
"6274",6,45,3,0,1,5,31.97207236,3.762911133,1,5.603451313,5.224293282,0,0,4,2,6,0,0.364176833,1.851344923,8.110277408,21.12991793,3,5.56499922,3.7192,0,2,0,0,0,1,-5.172809316,311.433864,1
"6275",6,42,3,0,1,5,31.97207231,3.291348633,1,5.618449846,5.2392506,0,0,4,2,5,0,0.364176833,1.369331745,4.671037735,21.75147889,2,5.553443964,3.773279139,0,2,0,0,0,1,-4.05817672,236.713946,2
"6276",6,46,3,1,1,2,31.97207219,4.347029777,1,5.224295442,5.13815088,0,0,4,2,5,0,0.364176833,0.967204603,3.769287151,19.95632381,3,5.501768285,3.780490654,0,2,0,0,0,1,-2.162544075,319.2311248,2
"6277",6,47,3,1,1,2,31.97207224,4.772975972,1,5.273723544,5.190862354,0,0,4,2,5,0,0.554548254,1.243169616,4.594013736,19.77554285,0,5.602579969,3.557792887,1,2,0,0,0,1,-4.067958087,244.5626366,2
"6278",6,39,3,0,1,2,31.97207202,4.689530183,1,5.082116319,4.985450144,0,0,4,2,3,0,0.364176833,1.283432369,3.983363326,19.37045281,0,5.493575714,3.99,0,2,0,0,0,1,-5.052345393,226.9052154,2
"6279",6,42,3,0,1,2,31.97207207,4.689529779,1,5.143002446,5.051051447,0,0,4,2,5,0,0.364176833,1.255879738,4.057962285,18.75673246,0,5.505839537,3.932477679,0,2,0,0,0,1,-3.623264297,188.8524622,2
"6280",6,39,3,0,1,2,31.97207202,4.6502328,1,5.167036633,5.076859354,0,0,4,2,5,0,0.364176833,0.967204603,3.769287151,19.37045281,0,5.481159621,3.977308917,0,2,0,0,0,1,-3.81524662,188.4012564,2
"6281",12,45,4,0,1,2,31.97207228,4.724093139,1,5.025002818,4.923569331,0,2,6,3,4,0,0.506435731,1.198420992,4.610548143,18.91037248,0,5.767148434,4.953533794,0,3,0,0,0,2,-3.546716002,732.1041551,2
"6282",12,54,3,2,0,0,34.96885398,4.49854049,1,4.693076586,4.109622085,0,0,7,5,1,1,1.34626631,1.637949476,6.574618926,16.55113835,0,6.680030939,7.409299155,2,3,1,0,0,0,-5.631962118,337.3323966,1
"6283",12,54,3,2,0,0,34.96885398,4.49854049,1,4.693076586,4.109622085,0,0,7,5,1,1,1.34626631,1.637949476,6.574618926,16.55113835,0,6.680030939,7.409299155,2,3,1,0,0,0,-5.631962118,337.3323966,1
"6284",12,54,3,2,0,0,34.96885398,4.49854049,1,4.693076586,4.109622085,0,0,7,5,1,1,1.34626631,1.637949476,6.574618926,16.55113835,0,6.680030939,7.409299155,2,3,1,0,0,0,-5.631962118,337.3323966,1
"6285",12,58,3,3,0,0,15.99693811,4.444992074,1,4.674522215,4.105457966,0,0,7,5,1,1,1.326337451,1.517008621,6.681111998,13.42758454,0,6.713373793,7.469191372,2,3,1,0,0,0,-5.871351423,558.1335456,1
"6286",12,58,3,3,0,0,15.99693811,4.444992074,1,4.674522215,4.105457966,0,0,7,5,1,1,1.326337451,1.517008621,6.681111998,13.42758454,0,6.713373793,7.469191372,2,3,1,0,0,0,-5.871351423,558.1335456,1
"6287",12,52,3,2,0,0,15.99592876,4.890344786,1,4.144277677,4.018302221,0,2,5,4,1,1,1.249754261,1.365633906,5.844711357,13.02887849,0,6.484014814,6.385435408,2,3,1,0,0,1,-5.455539039,399.3839772,1
"6288",12,54,4,2,0,0,15.99592978,5.04736804,1,4.163875504,4.042426148,0,2,3,4,2,1,1.277922956,1.579710081,6.31675508,13.55663766,0,6.50367983,6.158651195,2,3,1,0,0,1,-5.203091886,440.8667877,1
"6289",12,57,4,2,0,0,15.99593029,5.125960601,1,4.169531949,4.04904114,0,2,3,4,2,1,1.260664058,1.510674488,6.30245734,13.32643015,0,6.512627184,5.969973036,2,3,1,0,0,1,-5.469565301,493.7124518,1
"6290",12,54,4,2,0,0,15.99592978,5.04736804,1,4.163875504,4.042426148,0,2,3,4,2,1,1.277922956,1.579710081,6.31675508,13.55663766,0,6.50367983,6.158651195,2,3,1,0,0,1,-5.203091886,440.8667877,1
"6291",12,57,4,2,0,0,15.99593029,5.125960601,1,4.169531949,4.04904114,0,2,3,4,2,1,1.260664058,1.510674488,6.30245734,13.32643015,0,6.512627184,5.969973036,2,3,1,0,0,1,-5.469565301,493.7124518,1
"6292",24,48,5,0,0,3,19.00041658,3.727974365,1,5.046894229,4.824928106,0,4,11,6,1,0,0.909361384,0.933086314,6.198709065,16.04169246,0,6.907473989,10.45892267,1,4,1,0,0,2,-4.732377099,337.460705,1
"6293",0,67,0,4,0,0,15.99794187,4.478958145,9,4.82929279,4.782162445,0,1,8,6,5,0,0.205950377,1.210101102,4.064479218,10.70881651,16,5.176149733,3.312785388,0,1,0,0,0,0,-8.300902013,364.1853297,2
"6294",6,234,16,27,0,0,16.02163789,3.90514124,19,5.143476983,5.141481951,0,19,5,1,12,0,0.072168784,4.284268886,18.19971993,16.24883247,7,5.896638625,1.528922433,0,1,0,0,0,0,-20.9945416,17086.5807,1
"6295",6,127,8,14,0,0,16.0081167,3.817540773,10,5.074411369,5.072068075,0,10,5,1,6,0,0.072168784,2.55721633,10.02456638,15.94890064,8,5.32696556,1.716791703,0,1,0,0,0,0,-19.33145487,920.2038111,1
"6296",12,41,4,2,0,0,78.91851825,5.269014079,2,4.697926563,3.96323448,0,3,9,1,3,0,0.418042321,1.226612272,4.210415884,25.14949502,0,5.693521679,5.096636953,0,3,0,0,0,2,-4.798500744,493.3330311,1
"6297",12,41,4,2,0,1,78.91851827,4.319891135,2,4.937210683,4.751192148,0,3,9,1,3,0,0.396904574,1.095778636,4.293644759,27.6352331,0,5.733138991,4.976526718,0,3,0,0,0,2,-4.323043473,2630.185567,1
"6298",12,41,4,2,0,2,78.91851828,4.273398438,2,5.210176403,4.769455664,0,3,9,1,3,0,0.387540205,1.079056488,4.993856487,29.19200193,0,5.7712464,4.864012968,0,3,0,0,0,2,-3.912919724,389.6024271,1
"6299",12,41,4,2,0,3,34.96938066,4.227333496,2,5.426537398,4.778690544,0,3,9,1,3,0,0.38195793,0.999061004,6.038965795,24.65364124,0,5.807954785,4.758344687,0,3,0,0,0,2,-3.548997354,320.3575745,1
"6300",12,41,4,2,0,3,78.9185183,4.267710938,2,5.256375362,5.036013329,0,3,9,1,3,0,0.437122568,1.122446411,5.426809318,30.39660828,0,5.859004009,4.895667331,0,3,0,0,0,2,-3.607806756,414.3319495,1
"6301",12,41,4,2,0,3,78.9185183,4.267710938,2,5.256375362,5.036013329,0,3,9,1,3,0,0.437122568,1.122446411,5.426809318,30.39660828,0,5.859004009,4.895667331,0,3,0,0,0,2,-3.607806756,414.3319495,1
"6302",12,41,4,2,0,4,78.91851832,4.262023438,2,5.303823715,5.124693354,0,3,9,1,3,0,0.465120572,1.148858637,5.927093966,31.37152105,0,5.947055397,4.917087929,0,3,0,0,0,2,-3.498572061,447.8726939,1
"6303",12,45,5,2,0,4,19.00142083,4.26607698,2,5.208516716,5.089721152,0,3,7,3,4,0,0.48911233,1.061388012,6.509488361,20.85713609,0,6.150736022,5.193638393,0,3,0,0,0,2,-4.118336838,324.9600502,1
"6304",12,45,5,2,0,3,19.00041643,4.266568442,2,5.168268048,4.947021164,0,3,7,3,4,0,0.461114326,1.014142453,5.933742765,19.91072438,0,6.05385232,5.201145959,0,3,0,0,0,2,-4.324684918,317.422933,1
"6305",12,44,4,2,0,3,78.91851832,4.307007813,2,5.241616712,5.021089071,0,3,9,1,3,0,0.467512963,1.223546048,6.167603256,29.32203784,0,5.911812388,4.821019207,0,3,0,0,0,2,-3.737522836,299.5744023,1
"6306",12,44,4,2,0,3,78.91851832,4.307007813,2,5.241616712,5.021089071,0,3,9,1,3,0,0.467512963,1.223546048,6.167603256,29.32203784,0,5.911812388,4.821019207,0,3,0,0,0,2,-3.737522836,299.5744023,1
"6307",12,47,4,2,0,3,78.91851833,4.346304687,2,5.218330369,4.997553507,0,3,9,1,4,0,0.493639125,1.753957331,7.461393375,28.34994828,0,5.961971368,4.75137761,0,3,0,0,0,2,-3.76675752,296.9224961,1
"6308",12,49,5,2,0,3,19.00041729,4.267082763,2,5.252517942,5.032108237,0,3,7,3,3,0,0.750141545,1.358804723,7.392803037,19.22648823,0,6.177425307,4.845121951,0,3,0,0,0,2,-4.400243839,506.0546412,1
"6309",12,56,5,3,0,3,19.00041917,4.267192257,2,5.298720358,5.078873281,0,3,7,3,5,0,0.601268631,1.358804723,7.846927182,19.13416476,0,6.214107973,4.34898374,0,4,0,0,0,3,-5.090171006,427.1263396,1
"6310",12,52,5,3,0,1,18.99840825,4.267167736,2,4.853939446,4.659935986,0,3,7,3,4,0,0.524252493,1.464085012,7.328079457,17.29787982,0,6.079360949,5.143068054,0,3,0,0,0,2,-5.7314562,380.1418778,1
"6311",12,52,5,3,0,1,18.99840825,4.267167736,2,4.853939446,4.659935986,0,3,7,3,4,0,0.524252493,1.464085012,7.328079457,17.29787982,0,6.079360949,5.143068054,0,3,0,0,0,2,-5.7314562,380.1418778,1
"6312",12,47,5,3,0,1,18.9984081,4.267246228,2,4.93963434,4.72871931,0,3,7,3,4,0,0.782443931,1.200431814,6.361827979,17.94262389,0,6.154327168,4.768762066,1,3,0,0,0,2,-4.375460678,398.9643786,1
"6313",12,51,5,2,0,3,19.00041729,3.929746704,2,4.959330208,4.954409095,0,3,7,3,5,0,0.509305848,1.506360507,7.302558491,18.95746449,0,6.099758257,5.034670064,0,3,0,0,0,2,-5.800123284,349.4636664,1
"6314",12,51,5,2,0,4,19.00142198,3.928324829,2,5.017868745,5.009952085,0,3,7,3,5,0,0.494359204,1.37552687,7.40906046,19.86277854,0,6.139345614,4.92536315,0,3,0,0,0,2,-5.226311977,356.8131529,1
"6315",12,51,5,2,0,5,19.00242667,3.926902954,2,5.25253405,5.032361623,0,3,7,3,5,0,0.487737594,1.358804723,8.119582551,20.63079826,0,6.177425307,4.822744908,0,3,0,0,0,2,-4.738628156,365.123292,1
"6316",12,47,4,2,0,3,78.91851833,3.85062793,2,5.393517031,4.75120118,0,3,9,1,4,0,0.440109497,1.714170403,8.508010382,28.34994828,0,5.857754567,4.635304659,0,3,0,0,0,2,-4.974412766,373.8187878,1
"6317",12,41,4,2,0,0,78.91851825,5.269014079,2,4.697926563,3.96323448,0,3,9,1,3,0,0.418042321,1.226612272,4.210415884,25.14949502,0,5.693521679,5.096636953,0,3,0,0,0,2,-4.798500744,493.3330311,1
"6318",12,41,4,2,0,1,78.91851827,4.319891135,2,4.937210683,4.751192148,0,3,9,1,3,0,0.396904574,1.095778636,4.293644759,27.6352331,0,5.733138991,4.976526718,0,3,0,0,0,2,-4.323043473,2630.185567,1
"6319",12,41,4,2,0,2,78.91851828,4.273398438,2,5.210176403,4.769455664,0,3,9,1,3,0,0.387540205,1.079056488,4.993856487,29.19200193,0,5.7712464,4.864012968,0,3,0,0,0,2,-3.912919724,389.6024271,1
"6320",12,41,4,2,0,3,34.96938066,4.227333496,2,5.426537398,4.778690544,0,3,9,1,3,0,0.38195793,0.999061004,6.038965795,24.65364124,0,5.807954785,4.758344687,0,3,0,0,0,2,-3.548997354,320.3575745,1
"6321",12,41,4,2,0,3,78.9185183,4.267710938,2,5.256375362,5.036013329,0,3,9,1,3,0,0.437122568,1.122446411,5.426809318,30.39660828,0,5.859004009,4.895667331,0,3,0,0,0,2,-3.607806756,414.3319495,1
"6322",12,41,4,2,0,3,78.9185183,4.267710938,2,5.256375362,5.036013329,0,3,9,1,3,0,0.437122568,1.122446411,5.426809318,30.39660828,0,5.859004009,4.895667331,0,3,0,0,0,2,-3.607806756,414.3319495,1
"6323",12,41,4,2,0,4,78.91851832,4.266289062,2,5.303426516,5.127478279,0,3,9,1,3,0,0.465120572,1.165836334,5.96256957,31.37152105,0,5.979834682,4.898332826,0,3,0,0,0,2,-3.78088749,537.0313017,1
"6324",12,41,4,2,0,4,78.91851832,4.262023438,2,5.303823715,5.124693354,0,3,9,1,3,0,0.465120572,1.148858637,5.927093966,31.37152105,0,5.947055397,4.917087929,0,3,0,0,0,2,-3.498572061,447.8726939,1
"6325",12,45,5,2,0,4,19.00142083,4.26607698,2,5.208516716,5.089721152,0,3,7,3,4,0,0.48911233,1.061388012,6.509488361,20.85713609,0,6.150736022,5.193638393,0,3,0,0,0,2,-4.118336838,324.9600502,1
"6326",12,45,5,2,0,3,19.00041643,4.266568442,2,5.168268048,4.947021164,0,3,7,3,4,0,0.461114326,1.014142453,5.933742765,19.91072438,0,6.05385232,5.201145959,0,3,0,0,0,2,-4.324684918,317.422933,1
"6327",12,44,4,2,0,3,78.91851832,4.307007813,2,5.241616712,5.021089071,0,3,9,1,3,0,0.467512963,1.223546048,6.167603256,29.32203784,0,5.911812388,4.821019207,0,3,0,0,0,2,-3.737522836,299.5744023,1
"6328",12,44,4,2,0,3,78.91851832,4.307007813,2,5.241616712,5.021089071,0,3,9,1,3,0,0.467512963,1.223546048,6.167603256,29.32203784,0,5.911812388,4.821019207,0,3,0,0,0,2,-3.737522836,299.5744023,1
"6329",12,47,4,2,0,3,78.91851833,4.346304687,2,5.218330369,4.997553507,0,3,9,1,4,0,0.493639125,1.753957331,7.461393375,28.34994828,0,5.961971368,4.75137761,0,3,0,0,0,2,-3.76675752,296.9224961,1
"6330",12,49,5,2,0,3,19.00041729,4.267082763,2,5.252517942,5.032108237,0,3,7,3,3,0,0.750141545,1.358804723,7.392803037,19.22648823,0,6.177425307,4.845121951,0,3,0,0,0,2,-4.400243839,506.0546412,1
"6331",12,56,5,3,0,3,19.00041917,4.267192257,2,5.298720358,5.078873281,0,3,7,3,5,0,0.601268631,1.358804723,7.846927182,19.13416476,0,6.214107973,4.34898374,0,4,0,0,0,3,-5.090171006,427.1263396,1
"6332",12,51,5,2,0,5,19.00242667,3.926902954,2,5.25253405,5.032361623,0,3,7,3,5,0,0.487737594,1.358804723,8.119582551,20.63079826,0,6.177425307,4.822744908,0,3,0,0,0,2,-4.738628156,365.123292,1
"6333",12,47,4,2,0,3,78.91851833,3.85062793,2,5.393517031,4.75120118,0,3,9,1,4,0,0.440109497,1.714170403,8.508010382,28.34994828,0,5.857754567,4.635304659,0,3,0,0,0,2,-4.974412766,373.8187878,1
"6334",13,33,1,3,1,0,31.972072,4.911577135,1,4.63257622,4.066996032,0,2,7,3,1,0,0.68204387,0.740567795,3.478911514,18.79622567,0,6.823898013,15.62289573,1,2,2,0,1,1,-6.447180552,225.6211684,1
"6335",6,127,8,14,0,0,16.0081167,3.817540773,10,5.074411369,5.072068075,0,10,5,1,6,0,0.072168784,2.55721633,10.02456638,15.94890064,8,5.32696556,1.716791703,0,1,0,0,0,0,-19.33145487,920.2038111,1
