,HD,HA,logP,MW,sum,bioactivity_class,molecule_chembl_id,canonical_smiles,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC,pIC50
6769,0,0,0,0,0,active,CHEMBL3913436,CCOCc1ccc2c(c1)C1(N=C(SCC)N(C)C1=O)C1(CCC(OC)CC1)C2,416.587,0,5,4.131,7.879426069
6770,0,0,0,0,0,inactive,CHEMBL3656252,CN1C(=O)C2(N=C1N)c1cc(Br)ccc1CC21CNC1,335.205,2,4,0.5768,4.869666232
6771,0,0,0,0,0,active,CHEMBL3656253,COCCOc1ccc2c(c1)C1(N=C(N)N(C3CCC3)C1=O)[C@]1(CC[C@H](OC)CC1)C2,427.545,1,6,2.748,6.951946827
6772,0,0,0,0,0,active,CHEMBL3904189,COC1CCC2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(N)N(CCF)C1=O,417.525,1,5,3.1746,8.15490196
6773,0,0,0,0,0,active,CHEMBL3964102,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(CCc2nccs2)C1=O,435.553,1,7,2.74118,7.237321436
6774,0,0,0,0,0,active,CHEMBL3891866,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1[C@@]21N=C(N)N(CC2CCO2)C1=O,433.552,1,5,2.7207,7.104577454
6775,0,0,0,0,0,active,CHEMBL3956802,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CN3CCC(F)(F)C3)cc1C21N=C(N)N(C)C1=O,432.515,1,5,2.6411,6.965371543
6776,0,0,0,0,0,active,CHEMBL3985480,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccccc3)cc1[C@@]21N=C(N)N(C)C1=O,405.498,1,5,3.5924,6.60624936
6777,0,0,0,0,0,active,CHEMBL3971363,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccccc3)cc1[C@]21N=C(N)N(C)C1=O,405.498,1,5,3.5924,8.408935393
6778,0,0,0,0,0,active,CHEMBL3890041,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@]21N=C(N)N(C)C1=O,392.297,1,4,2.5626,7.798602876
6779,0,0,0,0,0,active,CHEMBL4115567,COCCN1C(=O)[C@]2(N=C1N)c1cc(C#CC3CC3)ccc1C[C@]21CC[C@@H](OC)CC1,421.541,1,5,2.5782,8.22184875
6780,0,0,0,0,0,active,CHEMBL3936918,COCCN1C(=O)[C@@]2(N=C1N)c1cc(C#CC3CC3)ccc1C[C@]21CC[C@@H](OC)CC1,421.541,1,5,2.5782,6.742321425
6781,0,0,0,0,0,active,CHEMBL3972526,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-n3ccccc3=O)cc1C21N=C(N)N(C)C1=O,406.486,1,6,1.951,6.339229356
6782,0,0,0,0,0,active,CHEMBL3656260,CN1C(=O)C2(N=C1N)c1cc(C#CC3CC3)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,415.44,1,5,2.7431,6.572189427
6783,0,0,0,0,0,active,CHEMBL3656261,CN1C(=O)C2(N=C1N)c1cc(Br)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,430.249,1,5,2.7441,6.372839048
6786,0,0,0,0,0,inactive,CHEMBL3978446,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N([C@@H](C)CO)C1=O,436.35,2,5,2.3136,4.869666232
6787,0,0,0,0,0,inactive,CHEMBL3979493,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N([C@H](C)CO)C1=O,436.35,2,5,2.3136,4.712870379
6789,0,0,0,0,0,active,CHEMBL3982284,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cccc(C#N)c3)cc1C21N=C(N)N(C)C1=O,430.508,1,6,3.46408,8.15490196
6790,0,0,0,0,0,active,CHEMBL3908843,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cc(Cl)cc(Cl)c3)cc1C21N=C(N)N(C)C1=O,474.388,1,5,4.8992,8.22184875
6791,0,0,0,0,0,active,CHEMBL3954597,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cccc(Cl)c3)cc1C21N=C(N)N(C)O1,427.932,1,6,4.6083,7.004364805
6792,0,0,0,0,0,active,CHEMBL3983234,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccc(Cl)cc3)cc1C21N=C(N)N(C)O1,427.932,1,6,4.6083,6.978810701
6793,0,0,0,0,0,active,CHEMBL3959903,CCCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)O1,435.568,1,6,4.6184,6.341988603
6794,0,0,0,0,0,active,CHEMBL3894384,CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)O1,421.541,1,6,4.2283,7.065501549
6795,0,0,0,0,0,active,CHEMBL3978126,CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)C1=O,433.552,1,5,3.8658,7.823908741
6796,0,0,0,0,0,active,CHEMBL3907597,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,413.562,1,5,3.6135,7.920818754
6797,0,0,0,0,0,active,CHEMBL3909450,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCOC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,443.588,1,6,3.3825,6.408935393
6798,0,0,0,0,0,active,CHEMBL3905966,COCCCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)O1,465.594,1,7,4.2449,6.53313238
6799,0,0,0,0,0,active,CHEMBL3656276,COCCCOc1ccc2c(c1)C1(N=C(N)N(CC(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2,451.514,1,6,2.8507,8.207608311
6800,0,0,0,0,0,active,CHEMBL3656277,CCOCCCc1ccc2c(c1)C1(N=C(N)N(CC(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2,449.542,1,5,3.4045,6.991399828
6801,0,0,0,0,0,active,CHEMBL3923832,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCCO3)cc1C21N=C(N)N(CC(F)F)C1=O,463.525,1,6,2.9932,7.508638306
6802,0,0,0,0,0,active,CHEMBL3957104,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)cc3)C[C@H]2CS1,378.419,1,4,4.1385,7.853871964
6803,0,0,0,0,0,active,CHEMBL3933081,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cccc(F)c3)C[C@H]2CS1,378.419,1,4,4.1385,7.657577319
6804,0,0,0,0,0,active,CHEMBL3948426,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccccc3F)C[C@H]2CS1,378.419,1,4,4.1385,7.065501549
6805,0,0,0,0,0,active,CHEMBL3920625,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)cc3F)C[C@H]2CS1,396.409,1,4,4.2776,7.408935393
6806,0,0,0,0,0,active,CHEMBL3943095,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)c(F)c3)C[C@H]2CS1,396.409,1,4,4.2776,8
6807,0,0,0,0,0,active,CHEMBL3911696,Cc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1,374.456,1,4,4.30782,7.619788758
6808,0,0,0,0,0,active,CHEMBL3945526,Cc1ccccc1[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccc(F)cc2F)CO1,374.456,1,4,4.30782,6.013228266
6809,0,0,0,0,0,active,CHEMBL3906147,Cc1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)ccc1F,392.446,1,4,4.44692,8.22184875
6810,0,0,0,0,0,active,CHEMBL3967066,Cc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1F,392.446,1,4,4.44692,7.886056648
6811,0,0,0,0,0,active,CHEMBL3940888,Cc1cc(F)cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c1,392.446,1,4,4.44692,7.795880017
6812,0,0,0,0,0,active,CHEMBL3969586,Cc1ccc(F)c([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c1,392.446,1,4,4.44692,7.677780705
6813,0,0,0,1,1,active,CHEMBL3898392,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(Cl)cc3)C[C@H]2CS1,394.874,1,4,4.6528,7.823908741
6814,0,0,0,0,0,active,CHEMBL3974767,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccccc3C(F)(F)F)C[C@H]2CS1,428.426,1,4,5.0182,7.013228266
6815,0,0,0,0,0,active,CHEMBL3907417,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccccc3OC(F)(F)F)C[C@H]2CS1,444.425,1,5,4.898,7.677780705
6816,0,0,0,0,0,active,CHEMBL3982754,COc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1,390.455,1,5,4.008,7.537602002
6818,0,0,0,0,0,active,CHEMBL3897325,COc1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)ccc1F,408.445,1,5,4.1471,6.669586227
6819,0,0,0,0,0,active,CHEMBL3972178,COc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1F,408.445,1,5,4.1471,7.356547324
6820,0,0,0,0,0,active,CHEMBL3906294,COc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c(F)c1,408.445,1,5,4.1471,7.080921908
6821,0,0,0,0,0,active,CHEMBL3962877,COc1cc(F)cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c1,408.445,1,5,4.1471,6.474955193
6822,0,0,0,0,0,active,CHEMBL3950004,COc1ccc(F)c([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c1,408.445,1,5,4.1471,6.401209493
6823,0,0,0,0,0,active,CHEMBL3922261,CCOc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1,404.482,1,5,4.3981,7.958607315
6824,0,0,0,0,0,active,CHEMBL3958680,COCc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1,404.482,1,5,4.1458,6.793174124
6825,0,0,0,0,0,active,CHEMBL3958680,COCc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1,404.482,1,5,4.1458,7.657577319
6826,0,0,0,0,0,active,CHEMBL3935755,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc4c(c3)CCO4)C[C@H]2CS1,402.466,1,5,3.9343,8.22184875
6827,0,0,0,0,0,active,CHEMBL3907801,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc4c(c3)OCO4)C[C@H]2CS1,404.438,1,6,3.7281,7.721246399
6828,0,0,0,0,0,active,CHEMBL3944703,COC(C)c1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1,418.509,1,5,4.7068,6.677780705
6829,0,0,0,0,0,active,CHEMBL3913262,N#Cc1cccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)c1,385.439,1,5,3.87108,7.004364805
6830,0,0,0,0,0,active,CHEMBL3942431,N#Cc1ccc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cc1,385.439,1,5,3.87108,7.37675071
6831,0,0,0,0,0,active,CHEMBL3918147,NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(C(F)F)cc3)C[C@H]2CS1,410.436,1,4,4.937,7.552841969
6832,0,0,0,0,0,active,CHEMBL3903067,C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(F)cc3)C[C@@H]12,392.446,1,4,4.527,7.823908741
6833,0,0,0,0,0,active,CHEMBL3927541,C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ccc(C#N)cc3)C[C@@H]12,399.466,1,5,4.25958,7.958607315
6837,0,0,0,0,0,active,CHEMBL3897096,CC1(c2cccc(NCc3ccc(Cl)cc3)c2)COCC(N)=N1,329.831,2,4,3.5547,6.346787486
6838,0,0,0,0,0,active,CHEMBL3907163,CCCCNc1ccc(F)c([C@]2(C)COCC(N)=N2)c1,279.359,2,4,2.6403,6.468521083
6841,0,0,0,0,0,active,CHEMBL3958106,C[C@@]1(c2cc(NCC(F)(F)F)ccc2F)COCC(N)=N1,305.275,2,4,2.4025,6.455931956
6842,0,0,0,0,0,active,CHEMBL3972123,C[C@@]1(c2cc(NCC(F)F)ccc2F)COCC(N)=N1,287.285,2,4,2.1053,6.387216143
6844,0,0,0,0,0,active,CHEMBL3914644,CSCCCNc1ccc(F)c([C@]2(C)COCC(N)=N2)c1,311.426,2,5,2.5933,6.508638306
6845,0,0,0,0,0,active,CHEMBL3984469,C[C@@]1(c2cc(NC3CCC3)ccc2F)COCC(N)=N1,277.343,2,4,2.3927,6.585026652
6846,0,0,0,0,0,active,CHEMBL3963446,C[C@@]1(c2cc(NC3CCCC3)ccc2F)COCC(N)=N1,291.37,2,4,2.7828,6.920818754
6847,0,0,0,0,0,active,CHEMBL3962268,C[C@@]1(c2cc(NC3CCOC3)ccc2F)COCC(N)=N1,293.342,2,5,1.6291,6.494850022
6849,0,0,0,0,0,active,CHEMBL3902716,C[C@@]1(c2cc(N[C@H]3CCC[C@H]3O)ccc2F)COCC(N)=N1,307.369,3,5,1.7536,6.214670165
6850,0,0,0,0,0,active,CHEMBL3962730,C[C@@]1(c2cc(NCC3CC3)ccc2F)COCC(N)=N1,277.343,2,4,2.2502,6.886056648
6853,0,0,0,0,0,active,CHEMBL3986044,CC1(c2cccc(Nc3cccc4cc(Cl)cnc34)c2)COCC(N)=N1,366.852,2,5,4.2344,6.602059991
6854,0,0,0,1,1,active,CHEMBL3907448,C[C@@]1(c2cc(Nc3cccc4cc(Cl)cnc34)ccc2F)COCC(N)=N1,384.842,2,5,4.3735,6.795880017
6855,0,0,0,0,0,active,CHEMBL3969614,C[C@@]1(c2cc(Nc3cc(Cl)cc4cc(Cl)cnc34)ccc2F)COCC(N)=N1,419.287,2,5,5.0269,6.180456064
6856,0,0,0,0,0,active,CHEMBL3894969,C[C@@]1(c2cc(Nc3cc(F)cc4cc(Cl)cnc34)ccc2F)COCC(N)=N1,402.832,2,5,4.5126,7.356547324
6857,0,0,0,0,0,active,CHEMBL3919475,C[C@@]1(c2cc(Nc3cccc4cc(OC(F)F)cnc34)ccc2F)COCC(N)=N1,416.403,2,6,4.3215,6.568636236
6861,0,0,0,0,0,active,CHEMBL3975662,C[C@@]1(c2cc(Nc3ccon3)ccc2F)COCC(N)=N1,290.298,2,6,2.1599,6.236572006
6863,0,0,0,0,0,active,CHEMBL4114125,C[C@]1(c2cc(NC3CCc4cc(Cl)ccc43)ccc2F)COCC(N)=N1,373.859,2,4,4.1811,7
6864,0,0,0,0,0,active,CHEMBL3904256,CC1(c2cccc(Nc3cc(F)cc4cc(Cl)cnc34)c2)COCC(N)=N1,384.842,2,5,4.3735,6.602059991
6865,0,0,0,0,0,active,CHEMBL3930199,CC1(c2cccc(NC3CCc4cc(Cl)ccc43)c2)COCC(N)=N1,355.869,2,4,4.042,6.744727495
6866,0,0,0,0,0,active,CHEMBL3957693,C[C@@]1(c2cc(NC3CCc4cc(Cl)cnc43)ccc2F)COCC(N)=N1,374.847,2,5,3.5761,6.494850022
6870,0,0,0,0,0,active,CHEMBL3900661,CC1(c2cccc(Nc3ccccc3OC(F)F)c2)COCC(N)=N1,347.365,2,5,3.6342,6.050609993
6871,0,0,0,0,0,active,CHEMBL3985430,C[C@@]1(c2cc(NCc3nn(C(F)F)cc3Cl)ccc2F)COCC(N)=N1,387.793,2,6,3.2854,7.769551079
6872,0,0,0,0,0,inactive,CHEMBL3703205,NC1=NC2(CO1)c1cc(Br)ccc1OCC21CCCO1,339.189,1,5,1.9309,4.134896025
6873,0,0,0,0,0,inactive,CHEMBL3703205,NC1=NC2(CO1)c1cc(Br)ccc1OCC21CCCO1,339.189,1,5,1.9309,3.860120914
6874,0,0,0,0,0,inactive,CHEMBL3703206,NC1=NC2(CO1)c1cc(Br)ccc1OCC21COC1,325.162,1,5,1.3983,4.22475374
6875,0,0,0,0,0,inactive,CHEMBL3703207,NC1=NC2(CO1)c1cc(Br)ccc1OC1(CCC1)C21COC1,365.227,1,5,2.321,4.4710833
6876,0,0,0,0,0,inactive,CHEMBL3703208,COCc1cnn(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,396.447,1,8,1.8906,4.899629455
6878,0,0,0,0,0,inactive,CHEMBL3703210,CC1(C)Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,353.216,1,5,2.1769,4.931814138
6879,0,0,0,0,0,inactive,CHEMBL3703211,C[C@H]1Oc2ccc(Br)cc2[C@@]2(COC(N)=N2)C12COC2,339.189,1,5,1.7868,4.408935393
6880,0,0,0,0,0,inactive,CHEMBL3703212,C[C@@H]1Oc2ccc(Br)cc2[C@@]2(COC(N)=N2)C12COC2,339.189,1,5,1.7868,4.401209493
6881,0,0,0,0,0,inactive,CHEMBL3703214,CCC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,353.216,1,5,2.1769,4.761953897
6882,0,0,0,0,0,inactive,CHEMBL3703214,CCC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,353.216,1,5,2.1769,4.612610174
6883,0,0,0,0,0,inactive,CHEMBL3703213,NC1=NC2(CO1)c1cc(Br)ccc1OCC21CCC1,323.19,1,4,2.552,4.212539525
6885,0,0,0,0,0,inactive,CHEMBL3981855,CCCC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,367.243,1,5,2.567,4.806875402
6886,0,0,0,0,0,inactive,CHEMBL3981855,CCCC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,367.243,1,5,2.567,4.759450752
6887,0,0,0,0,0,inactive,CHEMBL3703217,NC1=NC2(CO1)c1cc(Br)ccc1OC(C1CC1)C21COC1,365.227,1,5,2.1769,4.412289035
6888,0,0,0,0,0,inactive,CHEMBL3703217,NC1=NC2(CO1)c1cc(Br)ccc1OC(C1CC1)C21COC1,365.227,1,5,2.1769,4.089909454
6889,0,0,0,0,0,inactive,CHEMBL3703218,CC(C)CC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,381.27,1,5,2.813,4.954677021
6890,0,0,0,0,0,inactive,CHEMBL3703218,CC(C)CC1Oc2ccc(Br)cc2C2(COC(N)=N2)C12COC2,381.27,1,5,2.813,4.714442691
6891,0,0,0,0,0,inactive,CHEMBL3703219,NC1=NC2(CO1)c1cc(Br)ccc1OC(CCC(F)(F)F)C21COC1,421.213,1,5,3.1094,4.721246399
6892,0,0,0,0,0,inactive,CHEMBL3703219,NC1=NC2(CO1)c1cc(Br)ccc1OC(CCC(F)(F)F)C21COC1,421.213,1,5,3.1094,4.354577731
6897,0,0,0,0,0,inactive,CHEMBL3703222,NC1=NC2(CO1)c1cc(Br)ccc1OCC21CC1,309.163,1,4,2.1619,4.519993057
6898,0,0,0,0,0,inactive,CHEMBL3703223,NC1=NC2(CO1)c1cc(Br)c(F)cc1OCC21CC1,327.153,1,4,2.301,4.384049948
6900,0,0,0,0,0,active,CHEMBL3703228,C#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)c1,347.374,1,6,1.6791,6.284832642
6901,0,0,0,0,0,inactive,CHEMBL3703229,NC1=NC2(CO1)c1cc(C3=CCOCC3)ccc1OCC21COC1,328.368,1,6,1.4395,4.42136079
6902,0,0,0,0,0,inactive,CHEMBL3703230,NC1=NC2(CO1)c1cc(Nc3ccccn3)ccc1OCC21COC1,338.367,2,7,1.7744,4.432973634
6904,0,0,0,0,0,active,CHEMBL3703232,CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2C2(COC(N)=N2)C12COC2,428.876,2,7,2.7151,7.085128182
6905,0,0,0,0,0,active,CHEMBL3703233,CC1(C)Oc2ccc(NC(=O)c3ccc(F)cn3)cc2C2(COC(N)=N2)C12COC2,412.421,2,7,2.2008,6.812479279
6906,0,0,0,0,0,active,CHEMBL3703234,NC1=NC2(CO1)c1cc(NC(=O)c3ncc(Cl)cc3F)ccc1OCC21CC1,402.813,2,6,2.8392,6.559090918
6907,0,0,0,0,0,active,CHEMBL3703235,CC1(C)Oc2ccc(NC(=O)c3ncc(Cl)cc3F)cc2C2(COC(N)=N2)C12COC2,446.866,2,7,2.8542,7.010995384
6909,0,0,0,0,0,active,CHEMBL3703237,NC1=NC2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1OCC21CC1,384.823,2,6,2.7001,6.378823718
6912,0,0,0,0,0,inactive,CHEMBL3703240,COCCCc1ccc2c(c1)C1(COC(N)=N1)C1(COC1)CO2,318.373,1,6,1.2148,4.585026652
6914,0,0,0,0,0,inactive,CHEMBL3703243,Cc1cccc(CCc2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)c1,364.445,1,5,2.72942,4.761953897
6915,0,0,0,0,0,inactive,CHEMBL3703244,NC1=NC2(c3cc(Br)ccc3OCC23CC3)c2cccc(F)c21,373.225,1,3,3.7233,4.328827157
6916,0,0,0,0,0,inactive,CHEMBL3703245,NC1=NC2(CS1)c1cc(Br)ccc1OCC21COC1,341.23,1,5,2.1149,4.605548319
6917,0,0,0,0,0,inactive,CHEMBL3703246,CC1(C)Oc2ccc(Br)cc2C2(CSC(N)=N2)C12COC2,369.284,1,5,2.8935,4.793174124
6919,0,0,0,0,0,active,CHEMBL3703248,NC1=NC2(CO1)c1cc(Nc3ncccc3Cl)ccc1OC1(CCC1)C21COC1,412.877,2,7,3.3505,6.220403509
6924,0,0,0,0,0,inactive,CHEMBL3703253,CC1(C)Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,352.394,1,7,1.8714,4.313363731
6925,0,0,0,0,0,active,CHEMBL3703253,CC1(C)Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,352.394,1,7,1.8714,6.764471553
6926,0,0,0,0,0,active,CHEMBL3703254,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)c1,345.402,1,5,2.8328,6.793174124
6927,0,0,0,0,0,active,CHEMBL3703255,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)c1,361.401,1,6,2.0692,6.804100348
6928,0,0,0,0,0,active,CHEMBL3703256,CC1(C)Oc2ccc(-c3cncnc3)cc2C2(CSC(N)=N2)C12COC2,368.462,1,7,2.588,6.391473966
6935,0,0,0,0,0,active,CHEMBL3703268,CC#Cc1cncc(-c2ccc3c(c2)C2(CSC(N)=N2)C2(COC2)CO3)c1,377.469,1,6,2.7858,6.462180905
6936,0,0,0,0,0,active,CHEMBL3703253,CC1(C)Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,352.394,1,7,1.8714,6.401209493
6939,0,0,0,0,0,active,CHEMBL3703271,COc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,393.443,1,7,2.6291,6.087777943
6940,0,0,0,0,0,active,CHEMBL3703272,NC1=NC2(CO1)c1cc(-c3cc(Cl)cnc3F)ccc1OC1(CCC1)C21COC1,415.852,1,6,3.413,6.08249449
6941,0,0,0,0,0,inactive,CHEMBL3703273,Cc1ncccc1-c1ccc2c(c1)C1(COC(N)=N1)C1(COC1)C1(CCC1)O2,377.444,1,6,2.92892,4.450996738
6943,0,0,0,0,0,inactive,CHEMBL3703275,Cc1cnnc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,378.432,1,7,2.32392,4.872895202
6949,0,0,0,0,0,active,CHEMBL3703281,CC1(C)Oc2ccc(-c3cccnc3F)cc2C2(COC(N)=N2)C12COC2,369.396,1,6,2.6155,6.458420756
6950,0,0,0,0,0,active,CHEMBL3703282,COc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)c1,381.432,1,7,2.485,6.54515514
6951,0,0,0,0,0,active,CHEMBL3703283,CCC1Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,352.394,1,7,1.8714,6.133712661
6952,0,0,0,0,0,active,CHEMBL3703284,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC1(CCCC1)C21COC1,378.432,1,7,2.4056,6.496209317
6953,0,0,0,0,0,active,CHEMBL3703285,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CC)O3)c1,389.455,1,6,2.8478,6.844663963
6957,0,0,0,0,0,active,CHEMBL3703287,CC(C)CC1Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,380.448,1,7,2.5075,6.045275209
6958,0,0,0,0,0,active,CHEMBL3703288,CCCC1Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,366.421,1,7,2.2615,6.183096161
6959,0,0,0,0,0,active,CHEMBL3703289,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CCC)O3)c1,403.482,1,6,3.2379,6.906578315
6960,0,0,0,0,0,active,CHEMBL3703287,CC(C)CC1Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,380.448,1,7,2.5075,6.201349355
6961,0,0,0,0,0,active,CHEMBL3703288,CCCC1Oc2ccc(-c3cncnc3)cc2C2(COC(N)=N2)C12COC2,366.421,1,7,2.2615,6.064492734
6962,0,0,0,0,0,active,CHEMBL3924870,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OC(CCC(F)(F)F)C21COC1,420.391,1,7,2.8039,6.13076828
6963,0,0,0,0,0,active,CHEMBL3703291,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CCC(F)(F)F)O3)c1,457.452,1,6,3.7803,6.899629455
6964,0,0,0,0,0,inactive,CHEMBL3703292,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OCC21CCCO1,338.367,1,7,1.6254,4.694648631
6965,0,0,0,0,0,inactive,CHEMBL3703292,NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OCC21CCCO1,338.367,1,7,1.6254,4.19314197
6974,0,0,0,0,0,active,CHEMBL3703255,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)CO3)c1,361.401,1,6,2.0692,6.416801226
6975,0,0,0,0,0,active,CHEMBL3703302,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,401.466,1,6,2.9919,6.818156412
6976,0,0,0,0,0,active,CHEMBL3703303,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(C)(C)O3)c1,389.455,1,6,2.8478,6.863279433
6977,0,0,0,0,0,active,CHEMBL3703254,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)c1,345.402,1,5,2.8328,6.542118103
