,bioactivity_class,molecule_chembl_id,canonical_smiles,Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC,pIC50
5396,active,CHEMBL3640283,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C2CC2)c1F,430.43400000000014,1.0,6.0,2.1981200000000003,6.628932137728262
5397,active,CHEMBL3640284,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C2CC2)c1F,446.43300000000016,1.0,7.0,1.8983000000000003,7.508638306165727
5398,active,CHEMBL3640265,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C2CC2)c1Cl,462.8880000000002,1.0,7.0,2.4126000000000007,6.931814138253837
5399,active,CHEMBL3640287,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C(F)(F)F)c1F,474.3650000000002,1.0,7.0,2.0397000000000007,7.173925197299173
5400,active,CHEMBL3640262,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3F)C2)nc(C)c1F,402.40500000000014,1.0,7.0,1.1902200000000007,7.782516055786093
5401,active,CHEMBL3640261,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cccc(C#N)c3)C2)nc(C2CC2)c1F,419.46400000000017,1.0,7.0,1.7916000000000003,6.671620396561262
5402,active,CHEMBL3640285,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)c(Cl)c3F)C2)nc(C)c1F,454.84000000000015,1.0,7.0,1.9827200000000007,7.3979400086720375
5403,active,CHEMBL3640282,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cccc(C#N)c3)C2)nc(C)c1F,409.4250000000001,1.0,8.0,0.9228000000000006,7.200659450546417
5404,active,CHEMBL3640286,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3c(F)ccc(F)c3F)C2)nc(C)c1F,438.38500000000016,1.0,7.0,1.4684200000000005,6.649751981665837
5405,active,CHEMBL3261082,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F,420.39500000000015,1.0,7.0,1.32932,7.602059991327962
5406,active,CHEMBL3261082,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F,420.39500000000015,1.0,7.0,1.32932,7.638272163982406
5407,active,CHEMBL3640289,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(CO)c1F,436.3940000000002,2.0,8.0,0.5132000000000005,7.67778070526608
5408,active,CHEMBL3640266,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3Cl)C2)nc(C)c1F,436.85000000000014,1.0,7.0,1.84362,8.02227639471115
5409,active,CHEMBL3640267,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C2CC2)c1F,428.44300000000015,1.0,7.0,1.7592,7.30102999566398
5410,active,CHEMBL3640268,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)c(F)cc3F)C2)nc(OC)c1F,452.41200000000015,1.0,7.0,1.7224000000000006,7.744727494896693
5411,min effect,CHEMBL3642620,CC1(c2cccc(OCC(=O)Nc3ccc(F)cc3)c2)CCSC(N)=N1,373.45300000000015,2.0,5.0,3.5100000000000016,5.244125144327508
5412,min effect,CHEMBL3642609,Cc1ccc(NC(=O)COc2cccc(C3(C)CCSC(N)=N3)c2)cc1O,385.48900000000015,3.0,6.0,3.384920000000001,5.102372908709558
5413,min effect,CHEMBL3642616,Cc1ccc(NC(=O)COc2cccc(C3(C)CCSC(N)=N3)c2)cc1F,387.48000000000013,2.0,5.0,3.8184200000000015,5.096910013008055
5414,min effect,CHEMBL3642601,CC1(c2cccc(OCC(=O)Nc3ccc(Cl)cc3)c2)CCSC(N)=N1,389.9080000000001,2.0,5.0,4.024300000000002,5.5376020021010435
5415,min effect,CHEMBL3642602,CC1(c2cccc(OCC(=O)Nc3cccc(O)c3)c2)CCSC(N)=N1,371.46200000000016,3.0,6.0,3.076500000000001,5.154901959985742
5416,min effect,CHEMBL3642617,CC1(c2cccc(OCCCc3ccccc3)c2)CCSC(N)=N1,340.49200000000013,1.0,4.0,4.365000000000003,5.552841968657781
5417,min effect,CHEMBL3642603,CCOC(=O)/C=C/c1cccc(C2(C)CCSC(N)=N2)c1,304.415,1.0,5.0,2.9297000000000004,5.301029995663981
5418,min effect,CHEMBL3642599,CC1(c2cccc(/C=C/c3ccc(Cl)cc3)c2)CCSC(N)=N1,342.8950000000001,1.0,3.0,5.1772000000000045,5.113509274827518
5419,min effect,CHEMBL1526260,COc1ccc(C(=S)N(C)C)cc1OC,225.313,0.0,3.0,1.9409,5.823908740944319
5420,min effect,CHEMBL3642622,CC1(c2cccc(OCCCc3ccc(Cl)cc3)c2)CCSC(N)=N1,374.9370000000001,1.0,4.0,5.018400000000005,5.397940008672037
5421,min effect,CHEMBL3642615,CC1(c2cccc(/C=C/C(=O)Nc3ccc(Cl)cc3)c2)CCSC(N)=N1,385.9200000000001,2.0,4.0,4.658700000000004,5.346787486224656
5422,min effect,CHEMBL3642621,CCOC(=O)/C(F)=C/c1cccc(C2(C)CCSC(N)=N2)c1,322.4050000000001,1.0,5.0,3.226900000000001,5.09151498112135
5423,min effect,CHEMBL3950821,CC1(c2cccc(C=Cc3ccc(Cl)cn3)c2)CCSC(=N)N1,343.8830000000001,2.0,3.0,4.781870000000004,5.229147988357855
5424,min effect,CHEMBL3907072,CC1(c2cccc(C=CC(=O)Nc3ccc(Cl)cn3)c2)CCSC(=N)N1,386.90800000000013,3.0,4.0,4.263370000000003,5.602059991327962
5425,min effect,CHEMBL3642612,CC1(c2ccc(F)c(NC(=O)c3ccc4ccccc4n3)c2)CCSC(N)=N1,394.47500000000014,2.0,5.0,4.293000000000002,5.173925197299173
5426,min effect,CHEMBL3642605,CC1(c2cc(Br)cc(NC(=O)c3cccs3)c2)CCSC(N)=N1,410.36200000000014,2.0,5.0,4.429700000000002,5.292429823902063
5427,active,CHEMBL3642614,CC1(c2cc(NC(=O)c3cc4cc(F)ccc4[nH]3)ccc2F)CCSC(N)=N1,400.4540000000002,3.0,4.0,4.3652000000000015,6.346787486224656
5428,active,CHEMBL3642619,CC1(c2cc(Br)cc(NC(=O)c3ccccn3)c2)CCSC(N)=N1,405.32100000000014,2.0,5.0,3.763200000000001,6.14266750356873
5429,min effect,CHEMBL3642610,CC1(c2cccc(NCc3ccc(Cl)cc3)c2)CCSC(N)=N1,345.89900000000017,2.0,4.0,4.6189000000000044,5.251811972993799
5430,active,CHEMBL3642611,CC1(c2cc(Br)cc(NC(=O)c3ccco3)c2)CCSC(N)=N1,394.29400000000015,2.0,5.0,3.9612000000000016,6.806875401645538
5431,active,CHEMBL3642600,CC1(c2cc(Br)cc(NC(=O)c3ccc(Cl)cn3)c2)CCSC(N)=N1,439.7660000000001,2.0,5.0,4.4166000000000025,7.4045037781744245
5432,min effect,CHEMBL3642618,CC1(c2cc(Br)cc(NC(=O)c3ccno3)c2)CCSC(N)=N1,395.28200000000015,2.0,6.0,3.356200000000001,5.591251393815756
5433,active,CHEMBL3642607,CC1(c2cc(Br)cc(NC(=O)c3nc4ccccc4s3)c2)CCSC(N)=N1,461.41000000000014,2.0,6.0,4.977900000000003,6.826813731587725
5434,active,CHEMBL3642604,Cc1cc(C(=O)Nc2cc(Br)cc(C3(C)CCSC(N)=N3)c2)c(C)o1,422.3480000000001,2.0,5.0,4.578040000000003,6.555955204081923
5435,active,CHEMBL3642623,CC1(c2cc(Br)cc(NC(=O)c3ccc(Br)cc3)c2)CCSC(N)=N1,483.22900000000016,2.0,4.0,5.130700000000003,6.853871964321761
5436,active,CHEMBL3656186,CCC(C)N1C(=O)C2(N=C1N)c1cc(C#N)ccc1C[C@]21CC[C@@H](OC)CC1,380.4920000000003,1.0,5.0,2.840480000000001,6.562883906951921
5437,active,CHEMBL3656187,CCCCN1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCC(OC)CC1,380.49200000000025,1.0,5.0,2.842080000000001,7.368556230986827
5438,active,CHEMBL3656188,CCCN1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCC(OC)CC1,366.46500000000015,1.0,5.0,2.45198,7.003926345514723
5439,active,CHEMBL3656189,COCCOc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)C1(CCC(OC)CC1)C2,415.53400000000033,1.0,6.0,2.6039000000000003,7.059981844992335
5440,active,CHEMBL3910301,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC3CCCCC3)cc1C21N=C(N)N(C)O1,397.56300000000016,1.0,5.0,4.285400000000003,7.117475462045119
5441,active,CHEMBL3656191,CCCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,343.4710000000001,1.0,5.0,3.1151000000000018,7.032452023781138
5442,active,CHEMBL3969552,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC(C)C)cc1C21N=C(N)N(C)O1,357.49800000000016,1.0,5.0,3.3611000000000013,7.137868620686962
5443,active,CHEMBL3985399,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,397.56300000000016,1.0,4.0,3.7772000000000014,7.106793246940151
5444,active,CHEMBL3924654,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCc3ccccc3)cc1C21N=C(N)N(C)O1,405.54200000000014,1.0,5.0,3.9478000000000018,6.39469495385889
5445,active,CHEMBL3656195,CCCCCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,371.5250000000002,1.0,5.0,3.8953000000000033,7.525783735923744
5446,active,CHEMBL3656196,CCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,383.5360000000003,1.0,4.0,3.531200000000003,7.265200170411153
5447,active,CHEMBL3979334,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC3CCCCC3)cc1C21N=C(N)N(C(C)C)C1=O,437.6280000000002,1.0,4.0,4.701500000000004,7.35359627377693
5448,active,CHEMBL3917982,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCc3ccccc3)cc1C21N=C(N)N(C(C)C)C1=O,445.60700000000014,1.0,4.0,4.363900000000003,6.726304412069907
5449,active,CHEMBL3889964,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C(C)C)cc1C21N=C(N)N(C)O1,343.4710000000001,1.0,5.0,3.2860000000000005,6.8407336689065055
5450,active,CHEMBL3975135,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,411.59000000000015,1.0,4.0,4.167300000000003,7.567030709125593
5451,active,CHEMBL3907808,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C(C)C)cc1C21N=C(N)N(C(C)C)C1=O,383.5360000000002,1.0,4.0,3.7021000000000015,6.827105302247824
5452,active,CHEMBL3656202,CCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,369.5090000000001,1.0,4.0,3.1411000000000016,6.700492701299512
5453,active,CHEMBL3898784,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C)C1=O,383.5360000000002,1.0,4.0,3.3887000000000014,7.801342913045577
5454,active,CHEMBL3656204,CCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,329.44400000000013,1.0,5.0,2.7250000000000014,6.283078926833238
5455,active,CHEMBL3656205,CCCCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,411.5900000000003,1.0,4.0,4.311400000000004,7.4089353929735
5456,active,CHEMBL3983108,COc1ccc(COc2ccc3c(c2)C2(N=C(N)N(C)C2=O)[C@]2(CC[C@H](OC)CC2)C3)cc1,449.5510000000004,1.0,6.0,3.3877000000000024,6.09312646527793
5457,active,CHEMBL3913272,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OC(C)C)cc1C21N=C(N)N(C)C1=O,371.48100000000017,1.0,5.0,2.5873,6.768020973168495
5458,active,CHEMBL3982045,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(N)N(C(C)C)C1=O,425.57300000000015,1.0,5.0,3.757600000000002,7.464705879957229
5459,active,CHEMBL3915571,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C3CCCC3)cc1C21N=C(N)N(C(C)C)C1=O,409.5740000000001,1.0,4.0,4.236300000000003,6.892790030352131
5460,active,CHEMBL3656210,CCCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,397.56300000000033,1.0,4.0,3.921300000000003,7.318758762624412
5461,active,CHEMBL3909616,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC(C)(C)C)cc1C21N=C(N)N(C(C)C)C1=O,411.59000000000015,1.0,4.0,4.167300000000003,6.573488738635424
5462,active,CHEMBL3656212,COc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)[C@]2(CC[C@H](OC(C)C)CC2)C3)c1,447.5790000000004,1.0,5.0,4.254300000000003,7.214670164989232
5463,active,CHEMBL3934938,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(CC(F)F)C1=O,433.5430000000002,1.0,4.0,4.024000000000003,8.045757490560675
5464,active,CHEMBL3919628,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(CC(F)(F)F)C1=O,451.53300000000013,1.0,4.0,4.321200000000003,7.113509274827517
5465,active,CHEMBL3656215,COCCN1C(=O)C2(N=C1N)c1cc(CCC(C)C)ccc1C[C@]21CC[C@@H](OC)CC1,427.5890000000003,1.0,5.0,3.4053000000000013,8.045757490560675
5466,active,CHEMBL3656216,CCN1C(=O)C2(N=C1N)c1cc(CCC(C)C)ccc1C[C@]21CC[C@@H](OC)CC1,397.56300000000033,1.0,4.0,3.7788000000000017,8.096910013008056
5467,active,CHEMBL3898784,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C)C1=O,383.5360000000002,1.0,4.0,3.3887000000000014,8.0
5468,active,CHEMBL3941774,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCc3ccccc3)cc1C21N=C(N)N(C)O1,407.5140000000002,1.0,6.0,3.741600000000002,6.050609993355087
5469,active,CHEMBL3656218,COc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)[C@]2(CC[C@](C)(O)CC2)C3)c1,407.5140000000003,2.0,6.0,3.5742000000000016,6.056950888991593
5470,active,CHEMBL3974295,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(OCC(F)(F)F)cc1C21N=C(N)N(C)O1,417.4030000000001,1.0,6.0,3.2428000000000012,7.275724130399211
5471,active,CHEMBL3979180,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(=O)O)C1=O,421.4970000000001,2.0,5.0,2.0164,8.301029995663981
5472,active,CHEMBL3929053,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncco3)cc1C21N=C(N)N(CCF)C1=O,412.4650000000002,1.0,6.0,2.7948000000000004,6.892790030352131
5473,active,CHEMBL3889795,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3nccs3)cc1C21N=C(N)N(CCF)C1=O,428.53300000000013,1.0,6.0,3.263300000000001,6.939302159646387
5474,active,CHEMBL3961260,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C(C)C)C1=O,375.90000000000015,1.0,4.0,3.2321000000000013,6.772113295386326
5475,active,CHEMBL3902306,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncc(C)s3)cc1C21N=C(N)N(CC(F)(F)F)C1=O,478.54000000000013,1.0,6.0,4.164520000000002,6.494850021680093
5476,active,CHEMBL3656225,COCCN1C(=O)C2(N=C1N)c1cc(OC(F)F)ccc1C[C@]21CC[C@@H](OC)CC1,423.4600000000003,1.0,6.0,2.4181,6.892790030352131
5477,active,CHEMBL3656226,COCCN1C(=O)C2(N=C1N)c1cc(C3CC3)ccc1C[C@]21CC[C@@H](OC)CC1,397.5190000000003,1.0,5.0,2.6941000000000006,6.76447155309245
5478,active,CHEMBL3656227,COCCN1C(=O)C2(N=C1N)c1cc(Cl)ccc1C[C@]21CC[C@@H](OC)CC1,391.8990000000003,1.0,5.0,2.4701000000000004,7.05551732784983
5479,active,CHEMBL3930777,COCCO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C)C1=O,391.89900000000017,1.0,5.0,2.4701000000000004,6.211831628858832
5480,min effect,CHEMBL3902793,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1C21CC(C)(C)SC(N)=N1,423.42000000000013,1.0,4.0,5.006100000000004,5.61261017366127
5481,active,CHEMBL3939788,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(CC(F)F)C1=O,397.8530000000002,1.0,4.0,3.0888000000000013,6.860120913598763
5482,active,CHEMBL3915238,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(N)=O)C1=O,420.5130000000002,2.0,5.0,1.4171000000000002,7.958607314841775
5483,active,CHEMBL3916361,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(=O)OC(C)C)C1=O,463.5780000000003,1.0,6.0,2.8834000000000017,8.346787486224654
5484,active,CHEMBL3986110,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CCC(=O)OC(C)C)C1=O,477.60500000000036,1.0,6.0,3.2735000000000016,7.67778070526608
5485,active,CHEMBL3925344,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(Cc2nnc(C)s2)C1=O,475.6180000000003,1.0,7.0,3.291920000000002,8.0268721464003
5486,active,CHEMBL3893841,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C)O1,335.8350000000001,1.0,5.0,2.8160000000000003,6.673664139071248
5487,active,CHEMBL3923021,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(C)O1,326.4000000000001,1.0,6.0,2.03428,6.804100347590765
5488,active,CHEMBL3922739,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cnc(C)nc3)cc1C21CC(=N)N(C(C)C)C1=O,432.56800000000015,1.0,5.0,4.439290000000003,7.638272163982406
5489,active,CHEMBL3966983,CO[C@H]1CC[C@]2(CC1)Cc1ccc(N3CCCC3=O)cc1C21N=C(N)N(C)C1=O,396.49100000000016,1.0,5.0,1.9269,6.958607314841775
5490,active,CHEMBL3656239,COCCOc1ccc2c(c1)C1(CC(=N)N(CC(F)(F)F)C1=O)[C@]1(CC[C@H](OC)CC1)C2,454.4890000000003,1.0,5.0,3.852970000000004,7.113509274827517
5491,active,CHEMBL3952491,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(CCF)C1=O,443.44100000000014,1.0,5.0,3.0809000000000006,7.602059991327962
5492,active,CHEMBL3981271,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(F)(F)F)cc1C21N=C(N)N(CC(F)(F)F)C1=O,479.42100000000016,1.0,5.0,3.673700000000002,7.468521082957744
5493,active,CHEMBL3656242,CN1C(=O)C2(N=C1N)c1cc(CCC3CC3)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,419.47200000000015,1.0,5.0,3.324200000000001,6.826813731587725
5494,active,CHEMBL3639551,CN1C(=O)C2(N=C1N)c1cc(-c3cccc(C#N)c3)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,452.4610000000003,1.0,6.0,3.5202800000000023,6.75300930075845
5495,min effect,CHEMBL3938356,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(Cc2ccnnc2)C1=O,455.5620000000001,1.0,6.0,2.922000000000001,5.3893930625345385
5496,active,CHEMBL3967914,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(N)N(CC(F)(F)F)C1=O,453.50500000000017,1.0,5.0,3.7674000000000016,7.931814138253837
5497,min effect,CHEMBL3656245,CN1C(=O)[C@@]2(N=C1N)c1ccccc1CC21CCc2ccccc2CC1,345.44600000000014,1.0,3.0,2.7901000000000007,5.094096233783382
5498,active,CHEMBL3656246,CN1C(=O)[C@]2(N=C1N)c1ccccc1CC21CCc2ccccc2CC1,345.44600000000014,1.0,3.0,2.7901000000000007,6.772884917410875
5499,active,CHEMBL3656247,CN1C(=O)[C@]2(N=C1N)c1cc(C#N)ccc1CC21CCc2ccccc2CC1,370.45600000000013,1.0,4.0,2.6617800000000003,7.221848749616355
5500,min effect,CHEMBL3656248,CN1C(=O)[C@@]2(N=C1N)c1cc(C#N)ccc1CC21CCc2ccccc2CC1,370.45600000000013,1.0,4.0,2.6617800000000003,5.837883858937631
5501,active,CHEMBL3953496,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(N)N(CC(F)(F)F)C1=O,465.51600000000013,1.0,5.0,3.911500000000003,6.872247484167025
5502,active,CHEMBL3986229,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C#N)cs3)cc1C21N=C(N)N(C(C)C)C1=O,448.59200000000016,1.0,6.0,4.178880000000003,6.601192269796735
5503,active,CHEMBL3969581,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccc(C#N)s3)cc1C21N=C(N)N(C(C)C)C1=O,448.59200000000016,1.0,6.0,4.178880000000003,6.262250926108442
5504,inactive,CHEMBL3656252,CN1C(=O)C2(N=C1N)c1cc(Br)ccc1CC21CNC1,335.2050000000001,2.0,4.0,0.5768,4.8696662315049934
5505,active,CHEMBL3656253,COCCOc1ccc2c(c1)C1(N=C(N)N(C3CCC3)C1=O)[C@]1(CC[C@H](OC)CC1)C2,427.54500000000036,1.0,6.0,2.748000000000001,6.95194682688439
5506,active,CHEMBL3964102,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#N)cc1C21N=C(N)N(CCc2nccs2)C1=O,435.55300000000017,1.0,7.0,2.7411800000000017,7.2373214362725635
5507,active,CHEMBL3891866,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1[C@@]21N=C(N)N(CC2CCO2)C1=O,433.5520000000003,1.0,5.0,2.7207000000000012,7.104577453960591
5508,active,CHEMBL3956802,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CN3CCC(F)(F)C3)cc1C21N=C(N)N(C)C1=O,432.51500000000016,1.0,5.0,2.6411000000000007,6.965371543374679
5509,active,CHEMBL3985480,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccccc3)cc1[C@@]21N=C(N)N(C)C1=O,405.49800000000016,1.0,5.0,3.5924000000000014,6.606249359651919
5510,active,CHEMBL3971363,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccccc3)cc1[C@]21N=C(N)N(C)C1=O,405.49800000000016,1.0,5.0,3.5924000000000014,8.4089353929735
5511,active,CHEMBL3890041,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@]21N=C(N)N(C)C1=O,392.29700000000014,1.0,4.0,2.5626000000000007,7.798602875679548
5512,active,CHEMBL3972526,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-n3ccccc3=O)cc1C21N=C(N)N(C)C1=O,406.48600000000016,1.0,6.0,1.951,6.339229356472303
5513,active,CHEMBL3656260,CN1C(=O)C2(N=C1N)c1cc(C#CC3CC3)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,415.44000000000017,1.0,5.0,2.743100000000001,6.57218942732401
5514,active,CHEMBL3656261,CN1C(=O)C2(N=C1N)c1cc(Br)ccc1O[C@]21CC[C@@H](OC(F)F)CC1,430.24900000000025,1.0,5.0,2.7441000000000013,6.372839047625224
5515,min effect,CHEMBL3980458,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N(CC(C)(C)O)C1=O,450.3770000000003,2.0,5.0,2.7037000000000013,5.374070507283705
5516,min effect,CHEMBL3949349,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N(Cc2cnccn2)C1=O,470.3710000000002,1.0,6.0,2.9230000000000014,5.673869043289205
5517,inactive,CHEMBL3978446,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N([C@@H](C)CO)C1=O,436.35000000000025,2.0,5.0,2.3136000000000005,4.8696662315049934
5518,inactive,CHEMBL3979493,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N([C@H](C)CO)C1=O,436.35000000000025,2.0,5.0,2.3136000000000005,4.712870379280888
5519,min effect,CHEMBL3951352,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(N)N(C)C1=O,392.29700000000014,1.0,4.0,2.5626000000000007,5.345890870479526
5520,active,CHEMBL3982284,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cccc(C#N)c3)cc1C21N=C(N)N(C)C1=O,430.50800000000015,1.0,6.0,3.464080000000002,8.154901959985743
5521,active,CHEMBL3908843,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cc(Cl)cc(Cl)c3)cc1C21N=C(N)N(C)C1=O,474.38800000000015,1.0,5.0,4.899200000000004,8.221848749616356
5522,active,CHEMBL3954597,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3cccc(Cl)c3)cc1C21N=C(N)N(C)O1,427.93200000000013,1.0,6.0,4.608300000000004,7.0043648054024485
5523,active,CHEMBL3983234,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccc(Cl)cc3)cc1C21N=C(N)N(C)O1,427.93200000000013,1.0,6.0,4.608300000000004,6.978810700930062
5524,active,CHEMBL3959903,CCCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)O1,435.56800000000015,1.0,6.0,4.618400000000004,6.341988603342887
5525,active,CHEMBL3894384,CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)O1,421.54100000000017,1.0,6.0,4.228300000000003,7.0655015487564325
5526,active,CHEMBL3978126,CCO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cccc(OC)c3)cc1C21N=C(N)N(C)C1=O,433.55200000000025,1.0,5.0,3.865800000000002,7.823908740944318
5527,active,CHEMBL3907597,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,413.5620000000001,1.0,5.0,3.613500000000002,7.920818753952375
5528,active,CHEMBL3909450,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCOC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,443.58800000000025,1.0,6.0,3.382500000000001,6.4089353929735
