Molecular Weight,Number of Hydrogen Donors,Number of Hydrogen Acceptors,OWPC
541.6450000000002,2.0,6.0,3.7158000000000024
527.6620000000001,2.0,5.0,4.189200000000003
543.6610000000002,3.0,6.0,3.1616000000000017
557.6440000000002,4.0,6.0,2.4084000000000003
557.6440000000001,3.0,7.0,2.801800000000001
539.6290000000002,2.0,6.0,3.4631000000000025
574.7130000000001,4.0,5.0,3.6793000000000022
581.7040000000002,3.0,5.0,5.035820000000005
677.5740000000002,3.0,4.0,5.6318200000000065
551.6780000000002,3.0,4.0,5.027220000000004
602.767,4.0,5.0,4.377820000000003
588.7400000000001,4.0,5.0,3.987720000000003
574.7130000000001,4.0,5.0,3.6793000000000022
144.177,1.0,2.0,1.817
198.26900000000003,1.0,2.0,2.4490000000000007
237.30600000000004,2.0,2.0,2.930300000000001
304.393,1.0,3.0,4.124600000000002
334.42300000000006,2.0,5.0,4.126700000000001
306.369,2.0,5.0,3.3465000000000007
276.343,2.0,4.0,3.337900000000002
199.257,2.0,3.0,2.2759
421.5040000000002,3.0,5.0,5.398200000000004
420.5160000000002,3.0,4.0,6.003200000000004
314.392,3.0,3.0,4.424200000000003
199.257,2.0,3.0,2.2759
506.6470000000003,3.0,5.0,3.615800000000002
571.6710000000002,3.0,7.0,3.8495000000000035
553.6810000000002,3.0,7.0,3.7104000000000035
553.6810000000002,3.0,7.0,3.7104000000000035
484.6000000000001,3.0,5.0,4.3402800000000035
578.7350000000002,4.0,6.0,3.027400000000002
607.7770000000003,4.0,6.0,2.874200000000002
606.7890000000002,4.0,6.0,3.806000000000001
612.7680000000003,4.0,6.0,3.8026000000000026
584.7140000000002,4.0,6.0,3.024000000000001
556.6600000000003,4.0,6.0,2.3732000000000006
596.7250000000003,4.0,6.0,3.166500000000002
582.6980000000002,5.0,6.0,3.1422000000000017
578.7350000000002,4.0,6.0,3.027400000000002
607.7770000000003,4.0,6.0,2.874200000000002
606.7890000000002,4.0,6.0,3.806000000000001
612.7680000000003,4.0,6.0,3.8026000000000026
584.7140000000002,4.0,6.0,3.024000000000001
556.6600000000003,4.0,6.0,2.3732000000000006
596.7250000000003,4.0,6.0,3.166500000000002
582.6980000000002,5.0,6.0,3.1422000000000017
571.6710000000002,3.0,7.0,3.8495000000000035
639.8600000000001,5.0,7.0,2.4192000000000027
578.7350000000002,4.0,6.0,3.027400000000002
720.9340000000001,5.0,9.0,3.3752400000000033
717.9300000000001,6.0,8.0,2.7428000000000035
701.931,5.0,7.0,3.770400000000004
687.9040000000001,5.0,7.0,3.209400000000003
706.9070000000002,5.0,9.0,2.8142400000000016
579.7320000000001,3.0,4.0,5.589620000000005
603.7600000000001,3.0,7.0,4.625900000000004
602.7760000000001,3.0,6.0,4.151000000000003
575.7060000000002,4.0,6.0,4.147400000000003
590.7210000000002,5.0,7.0,3.253700000000001
608.7300000000001,4.0,5.0,4.380100000000003
658.8839999999998,3.0,6.0,5.711400000000006
532.6410000000003,5.0,6.0,2.425700000000001
514.6260000000002,4.0,6.0,3.1984800000000018
570.7340000000002,3.0,6.0,4.515280000000003
556.7070000000002,3.0,6.0,4.320880000000003
610.7020000000002,4.0,6.0,3.8263000000000016
574.7220000000002,4.0,6.0,3.5481000000000016
545.7240000000003,3.0,5.0,4.757620000000004
555.6670000000001,2.0,6.0,3.2643000000000013
539.6490000000003,2.0,7.0,2.1626000000000003
481.56900000000013,3.0,6.0,2.1233000000000004
510.60700000000026,3.0,6.0,2.935500000000001
538.6610000000002,2.0,6.0,3.4940000000000024
468.5260000000002,3.0,6.0,1.9108999999999998
505.6600000000002,3.0,6.0,2.9618
481.56900000000013,3.0,6.0,2.1233000000000004
538.6610000000002,2.0,6.0,3.4940000000000024
510.60700000000026,3.0,6.0,2.935500000000001
555.6670000000001,2.0,6.0,3.2643000000000013
539.6490000000003,2.0,7.0,2.1626000000000003
505.6600000000002,3.0,6.0,2.9618
588.2300000000004,4.0,7.0,3.715300000000004
970.0239999999999,12.0,12.0,0.36629999999999824
936.0699999999999,12.0,12.0,-0.11060000000000358
970.0239999999999,12.0,12.0,0.36629999999999824
970.0239999999999,12.0,12.0,0.36629999999999824
671.8509999999999,4.0,6.0,4.887400000000004
660.7839999999999,4.0,8.0,3.610100000000002
660.7839999999999,4.0,8.0,3.610100000000002
654.7769999999999,5.0,8.0,2.1510000000000025
655.8299999999999,4.0,8.0,3.520400000000003
651.6949999999998,4.0,7.0,3.5772000000000013
622.7349999999999,4.0,8.0,2.928580000000002
583.6980000000001,4.0,7.0,2.644700000000001
646.757,5.0,8.0,2.819300000000001
619.735,5.0,7.0,2.4418000000000006
631.746,4.0,8.0,2.508700000000001
633.762,5.0,7.0,2.7502200000000006
630.758,4.0,7.0,3.1137000000000015
593.7370000000001,4.0,6.0,2.8149000000000015
597.7250000000001,4.0,7.0,2.051300000000002
567.6990000000001,4.0,6.0,2.424800000000001
630.758,4.0,7.0,3.1137000000000015
625.779,4.0,7.0,3.8134000000000032
702.865,4.0,8.0,4.778800000000003
702.865,4.0,8.0,4.778800000000003
701.8770000000001,4.0,7.0,5.383800000000004
672.8389999999999,4.0,7.0,4.282400000000003
687.85,5.0,7.0,4.5930000000000035
685.878,4.0,6.0,5.195820000000004
706.2959999999999,4.0,6.0,5.540800000000005
739.848,4.0,6.0,5.906200000000006
701.8770000000001,4.0,7.0,4.8960000000000035
685.878,4.0,6.0,5.195820000000005
318.38000000000005,3.0,3.0,2.8317700000000015
335.4320000000001,2.0,2.0,3.4246000000000025
541.1170000000004,4.0,4.0,5.009700000000005
527.0900000000004,4.0,4.0,4.621200000000004
525.0740000000004,4.0,4.0,4.231100000000003
513.0630000000003,4.0,4.0,4.231100000000003
553.0060000000002,4.0,4.0,4.383400000000004
500.06400000000036,3.0,4.0,5.188520000000006
500.06400000000036,3.0,4.0,5.188520000000006
486.0370000000003,3.0,4.0,4.880100000000005
427.95700000000016,3.0,4.0,5.076470000000005
427.9570000000002,2.0,3.0,4.866800000000004
393.51200000000017,2.0,3.0,4.213400000000003
393.51200000000017,2.0,3.0,4.213400000000003
479.9930000000002,3.0,4.0,4.422600000000003
504.0110000000002,2.0,4.0,6.072900000000006
535.6660000000004,2.0,6.0,3.503000000000001
623.6480000000001,2.0,7.0,5.781400000000005
551.6440000000002,2.0,7.0,4.179100000000004
589.6800000000004,2.0,6.0,4.966200000000004
445.58500000000026,1.0,6.0,2.7496
521.6830000000003,1.0,6.0,4.143300000000003
459.6120000000002,1.0,6.0,2.9956000000000014
458.6240000000002,1.0,5.0,3.6006000000000027
500.66500000000025,1.0,7.0,3.033400000000001
488.6540000000003,1.0,7.0,3.0318000000000014
536.6980000000003,1.0,7.0,3.8236000000000017
446.57300000000026,2.0,7.0,2.2289000000000003
754.8150000000003,7.0,10.0,1.0685000000000053
893.0050000000001,12.0,12.0,-1.736100000000004
254.293,3.0,3.0,1.6186
254.293,3.0,3.0,1.6186
323.396,1.0,4.0,2.7542
286.16200000000003,1.0,3.0,2.3854
272.135,2.0,3.0,2.0432
258.10799999999995,2.0,3.0,1.8690999999999998
203.24499999999998,2.0,3.0,0.7364000000000002
335.40700000000004,1.0,5.0,2.8232999999999997
294.35800000000006,2.0,4.0,2.1428000000000003
306.3690000000001,1.0,5.0,2.2096999999999998
268.32000000000005,2.0,4.0,1.6289999999999998
279.3430000000001,1.0,4.0,2.3009000000000004
229.28300000000002,1.0,4.0,1.1477
351.45,1.0,4.0,3.2303000000000006
351.45,1.0,4.0,3.2303000000000006
351.45,1.0,4.0,3.2303000000000006
321.4240000000001,1.0,3.0,3.221700000000001
245.32600000000002,1.0,3.0,1.5547
323.396,1.0,4.0,2.7542
217.27200000000002,1.0,3.0,1.0786
286.16200000000003,1.0,3.0,2.3854
272.135,2.0,3.0,2.0432
203.24499999999998,2.0,3.0,0.7364000000000002
335.40700000000004,1.0,5.0,2.8232999999999997
294.35800000000006,2.0,4.0,2.1428000000000003
305.3810000000001,1.0,4.0,2.814700000000001
268.32000000000005,2.0,4.0,1.6289999999999998
279.3430000000001,1.0,4.0,2.3009000000000004
229.28300000000002,1.0,4.0,1.1477
229.28300000000002,1.0,4.0,1.1477
323.396,1.0,4.0,2.7542
217.27200000000002,1.0,3.0,1.0786
335.40700000000004,1.0,5.0,2.8232999999999997
294.35800000000006,2.0,4.0,2.1428000000000003
306.3690000000001,1.0,5.0,2.2096999999999998
305.3810000000001,1.0,4.0,2.814700000000001
268.32000000000005,2.0,4.0,1.6289999999999998
279.3430000000001,1.0,4.0,2.3009000000000004
335.40700000000004,1.0,5.0,2.8232999999999997
351.45,1.0,4.0,3.2303000000000006
351.45,1.0,4.0,3.2303000000000006
321.4240000000001,1.0,3.0,3.221700000000001
323.396,1.0,4.0,2.7542
217.27200000000002,1.0,3.0,1.0786
286.16200000000003,1.0,3.0,2.3854
482.55300000000017,3.0,6.0,2.1569000000000003
482.55300000000017,3.0,6.0,2.1569000000000003
575.7760000000001,2.0,8.0,2.6796000000000024
545.7500000000003,2.0,7.0,3.0531000000000024
531.7230000000003,2.0,7.0,2.663000000000001
503.6690000000003,2.0,7.0,1.8844000000000003
501.6970000000003,2.0,6.0,3.038100000000002
543.7780000000004,2.0,6.0,4.208400000000004
515.7240000000004,2.0,6.0,3.428200000000002
465.6450000000002,3.0,7.0,2.2951000000000006
507.7260000000003,3.0,7.0,3.4654000000000025
541.6400000000002,3.0,6.0,3.5562000000000022
501.6970000000003,3.0,6.0,3.403900000000002
445.5890000000001,3.0,6.0,1.8451000000000004
537.6770000000002,3.0,6.0,3.682100000000003
538.6610000000003,3.0,6.0,3.7157000000000027
501.6970000000003,2.0,6.0,3.038100000000002
543.7780000000004,2.0,6.0,4.208400000000004
538.6610000000003,3.0,6.0,3.7157000000000027
537.6770000000002,3.0,6.0,3.682100000000003
575.7760000000001,2.0,8.0,2.6796000000000024
545.7500000000003,2.0,7.0,3.0531000000000024
531.7230000000003,2.0,7.0,2.663000000000001
503.6690000000003,2.0,7.0,1.8844000000000003
515.7240000000004,2.0,6.0,3.428200000000002
